A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0858,Isoniazid,D1113,Naxitamab,Pharmacodynamic additive effects
D0858,Isoniazid,D1118,Nelarabine,Pharmacodynamic additive effects
D0858,Isoniazid,D1212,Paclitaxel,Pharmacodynamic additive effects
D0858,Isoniazid,D1213,Paclitaxel (protein-bound),Pharmacodynamic additive effects
D0858,Isoniazid,D1301,Pitavastatin,Pharmacodynamic additive effects
D0858,Isoniazid,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0858,Isoniazid,D1312,Pomalidomide,Pharmacodynamic additive effects
D0858,Isoniazid,D1313,Ponatinib,Pharmacodynamic additive effects
D0858,Isoniazid,D1430,Rosuvastatin,Pharmacodynamic additive effects
D0858,Isoniazid,D1452,Secnidazole,Pharmacodynamic additive effects
D0858,Isoniazid,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D0858,Isoniazid,D1543,Telbivudine,Pharmacodynamic additive effects
D0858,Isoniazid,D1599,Tocilizumab,Pharmacodynamic additive effects
D0858,Isoniazid,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D0873,Ixabepilone,D0127,Aurothioglucose,Pharmacodynamic additive effects
D0873,Ixabepilone,D0162,Benznidazole,Pharmacodynamic additive effects
D0873,Ixabepilone,D0227,Cabazitaxel,Pharmacodynamic additive effects
D0873,Ixabepilone,D0261,Carfilzomib,Pharmacodynamic additive effects
D0873,Ixabepilone,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D0873,Ixabepilone,D0501,Dinutuximab,Pharmacodynamic additive effects
D0873,Ixabepilone,D0560,Elotuzumab,Pharmacodynamic additive effects
D0873,Ixabepilone,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D0873,Ixabepilone,D0594,Eribulin,Pharmacodynamic additive effects
D0873,Ixabepilone,D0841,Ipilimumab,Pharmacodynamic additive effects
D0873,Ixabepilone,D0874,Ixazomib,Pharmacodynamic additive effects
D0873,Ixabepilone,D1113,Naxitamab,Pharmacodynamic additive effects
D0873,Ixabepilone,D1301,Pitavastatin,Pharmacodynamic additive effects
D0873,Ixabepilone,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0873,Ixabepilone,D1312,Pomalidomide,Pharmacodynamic additive effects
D0873,Ixabepilone,D1313,Ponatinib,Pharmacodynamic additive effects
D0873,Ixabepilone,D1452,Secnidazole,Pharmacodynamic additive effects
D0873,Ixabepilone,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D0873,Ixabepilone,D1599,Tocilizumab,Pharmacodynamic additive effects
D0873,Ixabepilone,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D0874,Ixazomib,D0162,Benznidazole,Pharmacodynamic additive effects
D0874,Ixazomib,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D0874,Ixazomib,D1113,Naxitamab,Pharmacodynamic additive effects
D0874,Ixazomib,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0874,Ixazomib,D1452,Secnidazole,Pharmacodynamic additive effects
D0900,Leflunomide,D0162,Benznidazole,Pharmacodynamic additive effects
D0900,Leflunomide,D0380,Colchicine,Pharmacodynamic additive effects
D0900,Leflunomide,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D0900,Leflunomide,D0628,Etravirine,Pharmacodynamic additive effects
D0900,Leflunomide,D0770,Hydralazine,Pharmacodynamic additive effects
D0900,Leflunomide,D0918,Levodopa,Pharmacodynamic additive effects
D0900,Leflunomide,D1543,Telbivudine,Pharmacodynamic additive effects
D0918,Levodopa,D0127,Aurothioglucose,Pharmacodynamic additive effects
D0918,Levodopa,D0162,Benznidazole,Pharmacodynamic additive effects
D0918,Levodopa,D0227,Cabazitaxel,Pharmacodynamic additive effects
D0918,Levodopa,D0261,Carfilzomib,Pharmacodynamic additive effects
D0918,Levodopa,D0304,Certolizumab pegol,Pharmacodynamic additive effects
D0918,Levodopa,D0380,Colchicine,Pharmacodynamic additive effects
D0918,Levodopa,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D0918,Levodopa,D0501,Dinutuximab,Pharmacodynamic additive effects
D0918,Levodopa,D0511,Docetaxel,Pharmacodynamic additive effects
D0918,Levodopa,D0560,Elotuzumab,Pharmacodynamic additive effects
D0918,Levodopa,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D0918,Levodopa,D0594,Eribulin,Pharmacodynamic additive effects
D0918,Levodopa,D0628,Etravirine,Pharmacodynamic additive effects
D0918,Levodopa,D0736,Golimumab,Pharmacodynamic additive effects
D0918,Levodopa,D0779,Hydroxychloroquine,Pharmacodynamic additive effects
D0918,Levodopa,D0841,Ipilimumab,Pharmacodynamic additive effects
D0918,Levodopa,D0873,Ixabepilone,Pharmacodynamic additive effects
D0918,Levodopa,D0874,Ixazomib,Pharmacodynamic additive effects
D0918,Levodopa,D1113,Naxitamab,Pharmacodynamic additive effects
D0918,Levodopa,D1118,Nelarabine,Pharmacodynamic additive effects
D0918,Levodopa,D1301,Pitavastatin,Pharmacodynamic additive effects
D0918,Levodopa,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0918,Levodopa,D1312,Pomalidomide,Pharmacodynamic additive effects
D0918,Levodopa,D1452,Secnidazole,Pharmacodynamic additive effects
D0918,Levodopa,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D0918,Levodopa,D1543,Telbivudine,Pharmacodynamic additive effects
D0918,Levodopa,D1556,Teriflunomide,Pharmacodynamic additive effects
D0918,Levodopa,D1599,Tocilizumab,Pharmacodynamic additive effects
D0918,Levodopa,D1615,Trabectedin,Pharmacodynamic additive effects
D0918,Levodopa,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D0933,Linezolid,D0126,Auranofin,Pharmacodynamic additive effects
D0933,Linezolid,D0127,Aurothioglucose,Pharmacodynamic additive effects
D0933,Linezolid,D0162,Benznidazole,Pharmacodynamic additive effects
D0933,Linezolid,D0227,Cabazitaxel,Pharmacodynamic additive effects
D0933,Linezolid,D0261,Carfilzomib,Pharmacodynamic additive effects
D0933,Linezolid,D0320,Chloroquine,Pharmacodynamic additive effects
D0933,Linezolid,D0380,Colchicine,Pharmacodynamic additive effects
D0933,Linezolid,D0393,Crizotinib,Pharmacodynamic additive effects
D0933,Linezolid,D0483,Didanosine,Pharmacodynamic additive effects
D0933,Linezolid,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D0933,Linezolid,D0501,Dinutuximab,Pharmacodynamic additive effects
D0933,Linezolid,D0560,Elotuzumab,Pharmacodynamic additive effects
D0933,Linezolid,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D0933,Linezolid,D0594,Eribulin,Pharmacodynamic additive effects
D0933,Linezolid,D1731,Ethionamide,Pharmacodynamic additive effects
D0933,Linezolid,D0628,Etravirine,Pharmacodynamic additive effects
D0933,Linezolid,D0686,Fluvastatin,Pharmacodynamic additive effects
D0933,Linezolid,D0841,Ipilimumab,Pharmacodynamic additive effects
D0933,Linezolid,D0873,Ixabepilone,Pharmacodynamic additive effects
D0933,Linezolid,D0874,Ixazomib,Pharmacodynamic additive effects
D0933,Linezolid,D1113,Naxitamab,Pharmacodynamic additive effects
D0933,Linezolid,D1118,Nelarabine,Pharmacodynamic additive effects
D0933,Linezolid,D1145,Nitrofurantoin,Pharmacodynamic additive effects
D0933,Linezolid,D1212,Paclitaxel,Pharmacodynamic additive effects
D0933,Linezolid,D1213,Paclitaxel (protein-bound),Pharmacodynamic additive effects
D0933,Linezolid,D1301,Pitavastatin,Pharmacodynamic additive effects
D0933,Linezolid,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0933,Linezolid,D1312,Pomalidomide,Pharmacodynamic additive effects
D0933,Linezolid,D1313,Ponatinib,Pharmacodynamic additive effects
D0933,Linezolid,D1430,Rosuvastatin,Pharmacodynamic additive effects
D0933,Linezolid,D1452,Secnidazole,Pharmacodynamic additive effects
D0933,Linezolid,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D0933,Linezolid,D1543,Telbivudine,Pharmacodynamic additive effects
D0933,Linezolid,D1587,Tinidazole,Pharmacodynamic additive effects
D0933,Linezolid,D1599,Tocilizumab,Pharmacodynamic additive effects
D0933,Linezolid,D1615,Trabectedin,Pharmacodynamic additive effects
D0933,Linezolid,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D0956,Lovastatin,D0126,Auranofin,Pharmacodynamic additive effects
D0956,Lovastatin,D0127,Aurothioglucose,Pharmacodynamic additive effects
D0956,Lovastatin,D0162,Benznidazole,Pharmacodynamic additive effects
D0956,Lovastatin,D0227,Cabazitaxel,Pharmacodynamic additive effects
D0956,Lovastatin,D0261,Carfilzomib,Pharmacodynamic additive effects
D0956,Lovastatin,D0303,Cerivastatin,Pharmacodynamic additive effects
D0956,Lovastatin,D0313,Chloramphenicol,Pharmacodynamic additive effects
D0956,Lovastatin,D0320,Chloroquine,Pharmacodynamic additive effects
D0956,Lovastatin,D0483,Didanosine,Pharmacodynamic additive effects
D0956,Lovastatin,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D0956,Lovastatin,D0501,Dinutuximab,Pharmacodynamic additive effects
D0956,Lovastatin,D0509,Disulfiram,Pharmacodynamic additive effects
D0956,Lovastatin,D0560,Elotuzumab,Pharmacodynamic additive effects
D0956,Lovastatin,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D0956,Lovastatin,D0594,Eribulin,Pharmacodynamic additive effects
D0956,Lovastatin,D0616,Ethambutol,Pharmacodynamic additive effects
D0956,Lovastatin,D1731,Ethionamide,Pharmacodynamic additive effects
D0956,Lovastatin,D0627,Etoposide,Pharmacodynamic additive effects
D0956,Lovastatin,D0770,Hydralazine,Pharmacodynamic additive effects
D0956,Lovastatin,D0841,Ipilimumab,Pharmacodynamic additive effects
D0956,Lovastatin,D0873,Ixabepilone,Pharmacodynamic additive effects
D0956,Lovastatin,D0874,Ixazomib,Pharmacodynamic additive effects
D0956,Lovastatin,D0918,Levodopa,Pharmacodynamic additive effects
D0956,Lovastatin,D1113,Naxitamab,Pharmacodynamic additive effects
D0956,Lovastatin,D1118,Nelarabine,Pharmacodynamic additive effects
D0956,Lovastatin,D1301,Pitavastatin,Pharmacodynamic additive effects
D0956,Lovastatin,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D0956,Lovastatin,D1312,Pomalidomide,Pharmacodynamic additive effects
D0956,Lovastatin,D1313,Ponatinib,Pharmacodynamic additive effects
D0956,Lovastatin,D1452,Secnidazole,Pharmacodynamic additive effects
D0956,Lovastatin,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D0956,Lovastatin,D1504,Stavudine,Pharmacodynamic additive effects
D0956,Lovastatin,D1551,Teniposide,Pharmacodynamic additive effects
D0956,Lovastatin,D1587,Tinidazole,Pharmacodynamic additive effects
D0956,Lovastatin,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D0956,Lovastatin,D1697,Vinblastine,Pharmacodynamic additive effects
D0956,Lovastatin,D1700,Vinorelbine,Pharmacodynamic additive effects
D1051,Metronidazole,D0126,Auranofin,Pharmacodynamic additive effects
D1051,Metronidazole,D0127,Aurothioglucose,Pharmacodynamic additive effects
D1051,Metronidazole,D0162,Benznidazole,Pharmacodynamic additive effects
D1051,Metronidazole,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1051,Metronidazole,D0261,Carfilzomib,Pharmacodynamic additive effects
D1051,Metronidazole,D0304,Certolizumab pegol,Pharmacodynamic additive effects
D1051,Metronidazole,D0380,Colchicine,Pharmacodynamic additive effects
D1051,Metronidazole,D0393,Crizotinib,Pharmacodynamic additive effects
D1051,Metronidazole,D0501,Dinutuximab,Pharmacodynamic additive effects
D1051,Metronidazole,D0560,Elotuzumab,Pharmacodynamic additive effects
D1051,Metronidazole,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1051,Metronidazole,D0594,Eribulin,Pharmacodynamic additive effects
D1051,Metronidazole,D0686,Fluvastatin,Pharmacodynamic additive effects
D1051,Metronidazole,D0736,Golimumab,Pharmacodynamic additive effects
D1051,Metronidazole,D0770,Hydralazine,Pharmacodynamic additive effects
D1051,Metronidazole,D0841,Ipilimumab,Pharmacodynamic additive effects
D1051,Metronidazole,D0918,Levodopa,Pharmacodynamic additive effects
D1051,Metronidazole,D1113,Naxitamab,Pharmacodynamic additive effects
D1051,Metronidazole,D1118,Nelarabine,Pharmacodynamic additive effects
D1051,Metronidazole,D1301,Pitavastatin,Pharmacodynamic additive effects
D1051,Metronidazole,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1051,Metronidazole,D1312,Pomalidomide,Pharmacodynamic additive effects
D1051,Metronidazole,D1313,Ponatinib,Pharmacodynamic additive effects
D1051,Metronidazole,D1452,Secnidazole,Pharmacodynamic additive effects
D1051,Metronidazole,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1051,Metronidazole,D1556,Teriflunomide,Pharmacodynamic additive effects
D1051,Metronidazole,D1599,Tocilizumab,Pharmacodynamic additive effects
D1051,Metronidazole,D1615,Trabectedin,Pharmacodynamic additive effects
D1051,Metronidazole,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1118,Nelarabine,D0127,Aurothioglucose,Pharmacodynamic additive effects
D1118,Nelarabine,D0162,Benznidazole,Pharmacodynamic additive effects
D1118,Nelarabine,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1118,Nelarabine,D0261,Carfilzomib,Pharmacodynamic additive effects
D1118,Nelarabine,D0380,Colchicine,Pharmacodynamic additive effects
D1118,Nelarabine,D0393,Crizotinib,Pharmacodynamic additive effects
D1118,Nelarabine,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1118,Nelarabine,D0501,Dinutuximab,Pharmacodynamic additive effects
D1118,Nelarabine,D0560,Elotuzumab,Pharmacodynamic additive effects
D1118,Nelarabine,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1118,Nelarabine,D0594,Eribulin,Pharmacodynamic additive effects
D1118,Nelarabine,D0628,Etravirine,Pharmacodynamic additive effects
D1118,Nelarabine,D0779,Hydroxychloroquine,Pharmacodynamic additive effects
D1118,Nelarabine,D0841,Ipilimumab,Pharmacodynamic additive effects
D1118,Nelarabine,D0873,Ixabepilone,Pharmacodynamic additive effects
D1118,Nelarabine,D0874,Ixazomib,Pharmacodynamic additive effects
D1118,Nelarabine,D1113,Naxitamab,Pharmacodynamic additive effects
D1118,Nelarabine,D1301,Pitavastatin,Pharmacodynamic additive effects
D1118,Nelarabine,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1118,Nelarabine,D1312,Pomalidomide,Pharmacodynamic additive effects
D1118,Nelarabine,D1313,Ponatinib,Pharmacodynamic additive effects
D1118,Nelarabine,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1118,Nelarabine,D1599,Tocilizumab,Pharmacodynamic additive effects
D1118,Nelarabine,D1615,Trabectedin,Pharmacodynamic additive effects
D1118,Nelarabine,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0066,Amiodarone,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0126,Auranofin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0127,Aurothioglucose,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0162,Benznidazole,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0261,Carfilzomib,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0304,Certolizumab pegol,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0393,Crizotinib,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0483,Didanosine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0501,Dinutuximab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0509,Disulfiram,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0511,Docetaxel,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0560,Elotuzumab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0594,Eribulin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0627,Etoposide,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0628,Etravirine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0669,Fludarabine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0686,Fluvastatin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0736,Golimumab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0770,Hydralazine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0841,Ipilimumab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0858,Isoniazid,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0873,Ixabepilone,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0874,Ixazomib,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D0918,Levodopa,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1113,Naxitamab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1118,Nelarabine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1301,Pitavastatin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1312,Pomalidomide,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1313,Ponatinib,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1452,Secnidazole,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1543,Telbivudine,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1587,Tinidazole,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1599,Tocilizumab,Pharmacodynamic additive effects
D1145,Nitrofurantoin,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0126,Auranofin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0162,Benznidazole,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0261,Carfilzomib,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0380,Colchicine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0483,Didanosine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0501,Dinutuximab,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0509,Disulfiram,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0560,Elotuzumab,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1731,Ethionamide,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0628,Etravirine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0686,Fluvastatin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0770,Hydralazine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0841,Ipilimumab,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0858,Isoniazid,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0873,Ixabepilone,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0874,Ixazomib,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0918,Levodopa,Pharmacodynamic additive effects
D1193,Oxaliplatin,D0933,Linezolid,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1113,Naxitamab,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1118,Nelarabine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1145,Nitrofurantoin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1301,Pitavastatin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1312,Pomalidomide,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1452,Secnidazole,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1504,Stavudine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1543,Telbivudine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1587,Tinidazole,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1599,Tocilizumab,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1697,Vinblastine,Pharmacodynamic additive effects
D1193,Oxaliplatin,D1714,Zafirlukast,Pharmacodynamic additive effects
D1212,Paclitaxel,D0127,Aurothioglucose,Pharmacodynamic additive effects
D1212,Paclitaxel,D0162,Benznidazole,Pharmacodynamic additive effects
D1212,Paclitaxel,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1212,Paclitaxel,D0261,Carfilzomib,Pharmacodynamic additive effects
D1212,Paclitaxel,D0380,Colchicine,Pharmacodynamic additive effects
D1212,Paclitaxel,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1212,Paclitaxel,D0501,Dinutuximab,Pharmacodynamic additive effects
D1212,Paclitaxel,D0560,Elotuzumab,Pharmacodynamic additive effects
D1212,Paclitaxel,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1212,Paclitaxel,D0594,Eribulin,Pharmacodynamic additive effects
D1212,Paclitaxel,D0770,Hydralazine,Pharmacodynamic additive effects
D1212,Paclitaxel,D0841,Ipilimumab,Pharmacodynamic additive effects
D1212,Paclitaxel,D0873,Ixabepilone,Pharmacodynamic additive effects
D1212,Paclitaxel,D0874,Ixazomib,Pharmacodynamic additive effects
D1212,Paclitaxel,D0918,Levodopa,Pharmacodynamic additive effects
D1212,Paclitaxel,D1113,Naxitamab,Pharmacodynamic additive effects
D1212,Paclitaxel,D1118,Nelarabine,Pharmacodynamic additive effects
D1212,Paclitaxel,D1301,Pitavastatin,Pharmacodynamic additive effects
D1212,Paclitaxel,D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1212,Paclitaxel,D1312,Pomalidomide,Pharmacodynamic additive effects
D1212,Paclitaxel,D1452,Secnidazole,Pharmacodynamic additive effects
D1212,Paclitaxel,D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1212,Paclitaxel,D1543,Telbivudine,Pharmacodynamic additive effects
D1212,Paclitaxel,D1599,Tocilizumab,Pharmacodynamic additive effects
D1212,Paclitaxel,D1615,Trabectedin,Pharmacodynamic additive effects
D1212,Paclitaxel,D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0127,Aurothioglucose,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0162,Benznidazole,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0227,Cabazitaxel,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0261,Carfilzomib,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0380,Colchicine,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0501,Dinutuximab,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0560,Elotuzumab,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0594,Eribulin,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0770,Hydralazine,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0841,Ipilimumab,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0873,Ixabepilone,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0874,Ixazomib,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D0918,Levodopa,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1113,Naxitamab,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1118,Nelarabine,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1301,Pitavastatin,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1306,Polatuzumab vedotin,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1312,Pomalidomide,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1452,Secnidazole,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1479,Sodium aurothiomalate,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1543,Telbivudine,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1599,Tocilizumab,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1615,Trabectedin,Pharmacodynamic additive effects
D1213,Paclitaxel (protein-bound),D1623,Trastuzumab emtansine,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0023,Adalimumab,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0066,Amiodarone,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0120,Atorvastatin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0126,Auranofin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0127,Aurothioglucose,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0162,Benznidazole,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0227,Cabazitaxel,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0260,Carboplatin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0261,Carfilzomib,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0303,Cerivastatin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0304,Certolizumab pegol,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0313,Chloramphenicol,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0320,Chloroquine,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0344,Cisplatin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0380,Colchicine,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0393,Crizotinib,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0419,Dapsone,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0483,Didanosine,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0496,Diiodohydroxyquinoline,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0501,Dinutuximab,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0509,Disulfiram,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0511,Docetaxel,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0560,Elotuzumab,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0571,Enfortumab vedotin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0594,Eribulin,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0616,Ethambutol,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D1731,Ethionamide,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0627,Etoposide,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0628,Etravirine,Pharmacodynamic additive effects
D1237,Peginterferon alfa-2a,D0669,Fludarabine,Pharmacodynamic additive effects
