A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D1328,Prasugrel,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D1328,Prasugrel,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D1328,Prasugrel,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D1328,Prasugrel,D0093,Antithrombin III human,Pharmacodynamic additive effects
D1328,Prasugrel,D0447,Desirudin,Pharmacodynamic additive effects
D0087,Anisindione,D1328,Prasugrel,Pharmacodynamic additive effects
D0104,Argatroban,D1328,Prasugrel,Pharmacodynamic additive effects
D0189,Bivalirudin,D1328,Prasugrel,Pharmacodynamic additive effects
D0481,Dicoumarol,D1328,Prasugrel,Pharmacodynamic additive effects
D0904,Lepirudin,D1328,Prasugrel,Pharmacodynamic additive effects
D1711,Warfarin,D1328,Prasugrel,Pharmacodynamic additive effects
D0047,Alteplase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0088,Anistreplase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1395,Reteplase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1506,Streptokinase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1550,Tenecteplase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1669,Urokinase,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0210,Bromfenac,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0476,Diclofenac,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0489,Diflunisal,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0586,Epoprostenol,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0624,Etodolac,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0645,Fenoprofen,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0680,Flurbiprofen,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0786,Ibuprofen,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0792,Iloprost,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0800,Indomethacin,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0881,Ketoprofen,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0882,Ketorolac,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0991,Mefenamic acid,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0995,Meloxicam,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1097,Nabumetone,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1109,Naproxen,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1196,Oxaprozin,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1274,Phenylbutazone,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1300,Piroxicam,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1520,Sulindac,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1606,Tolmetin,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1625,Treprostinil,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0005,Abciximab,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0084,Anagrelide,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0336,Cilostazol,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0364,Clopidogrel,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0506,Dipyridamole,D1417,Rivaroxaban,Pharmacodynamic additive effects
D0588,Eptifibatide,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1328,Prasugrel,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1581,Ticlopidine,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1593,Tirofiban,D1417,Rivaroxaban,Pharmacodynamic additive effects
D1417,Rivaroxaban,D1305,Plicamycin,Pharmacodynamic additive effects
D1417,Rivaroxaban,D1538,Tazemetostat,Pharmacodynamic additive effects
D1417,Rivaroxaban,D0638,Fedratinib,Pharmacodynamic additive effects
D1417,Rivaroxaban,D1434,Ruxolitinib,Pharmacodynamic additive effects
D1417,Rivaroxaban,D1579,Ticagrelor,Pharmacodynamic additive effects
D1417,Rivaroxaban,D0462,Dextran (-1),Pharmacodynamic additive effects
D1417,Rivaroxaban,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D1417,Rivaroxaban,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0047,Alteplase,D1705,Vorapaxar,Pharmacodynamic additive effects
D0088,Anistreplase,D1705,Vorapaxar,Pharmacodynamic additive effects
D1395,Reteplase,D1705,Vorapaxar,Pharmacodynamic additive effects
D1506,Streptokinase,D1705,Vorapaxar,Pharmacodynamic additive effects
D1550,Tenecteplase,D1705,Vorapaxar,Pharmacodynamic additive effects
D1669,Urokinase,D1705,Vorapaxar,Pharmacodynamic additive effects
D0210,Bromfenac,D1705,Vorapaxar,Pharmacodynamic additive effects
D0476,Diclofenac,D1705,Vorapaxar,Pharmacodynamic additive effects
D0489,Diflunisal,D1705,Vorapaxar,Pharmacodynamic additive effects
D0624,Etodolac,D1705,Vorapaxar,Pharmacodynamic additive effects
D0645,Fenoprofen,D1705,Vorapaxar,Pharmacodynamic additive effects
D0680,Flurbiprofen,D1705,Vorapaxar,Pharmacodynamic additive effects
D0800,Indomethacin,D1705,Vorapaxar,Pharmacodynamic additive effects
D0881,Ketoprofen,D1705,Vorapaxar,Pharmacodynamic additive effects
D0882,Ketorolac,D1705,Vorapaxar,Pharmacodynamic additive effects
D0988,Meclofenamic acid,D1705,Vorapaxar,Pharmacodynamic additive effects
D0991,Mefenamic acid,D1705,Vorapaxar,Pharmacodynamic additive effects
D0995,Meloxicam,D1705,Vorapaxar,Pharmacodynamic additive effects
D1097,Nabumetone,D1705,Vorapaxar,Pharmacodynamic additive effects
D1109,Naproxen,D1705,Vorapaxar,Pharmacodynamic additive effects
D1196,Oxaprozin,D1705,Vorapaxar,Pharmacodynamic additive effects
D1274,Phenylbutazone,D1705,Vorapaxar,Pharmacodynamic additive effects
D1300,Piroxicam,D1705,Vorapaxar,Pharmacodynamic additive effects
D1520,Sulindac,D1705,Vorapaxar,Pharmacodynamic additive effects
D1606,Tolmetin,D1705,Vorapaxar,Pharmacodynamic additive effects
D1705,Vorapaxar,D1538,Tazemetostat,Pharmacodynamic additive effects
D1705,Vorapaxar,D0638,Fedratinib,Pharmacodynamic additive effects
D1705,Vorapaxar,D0462,Dextran (-1),Pharmacodynamic additive effects
D1705,Vorapaxar,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D1705,Vorapaxar,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D1705,Vorapaxar,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D1705,Vorapaxar,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0047,Alteplase,D0102,Ardeparin,Pharmacodynamic additive effects
D0047,Alteplase,D0414,Dalteparin,Pharmacodynamic additive effects
D0047,Alteplase,D0415,Danaparoid,Pharmacodynamic additive effects
D0047,Alteplase,D0574,Enoxaparin,Pharmacodynamic additive effects
D0047,Alteplase,D0690,Fondaparinux,Pharmacodynamic additive effects
D0047,Alteplase,D1588,Tinzaparin,Pharmacodynamic additive effects
D0088,Anistreplase,D0414,Dalteparin,Pharmacodynamic additive effects
D0088,Anistreplase,D0574,Enoxaparin,Pharmacodynamic additive effects
D0088,Anistreplase,D0690,Fondaparinux,Pharmacodynamic additive effects
D1395,Reteplase,D0102,Ardeparin,Pharmacodynamic additive effects
D1395,Reteplase,D0414,Dalteparin,Pharmacodynamic additive effects
D1395,Reteplase,D0415,Danaparoid,Pharmacodynamic additive effects
D1395,Reteplase,D0574,Enoxaparin,Pharmacodynamic additive effects
D1395,Reteplase,D0690,Fondaparinux,Pharmacodynamic additive effects
D1395,Reteplase,D1588,Tinzaparin,Pharmacodynamic additive effects
D1506,Streptokinase,D0414,Dalteparin,Pharmacodynamic additive effects
D1506,Streptokinase,D0574,Enoxaparin,Pharmacodynamic additive effects
D1506,Streptokinase,D0690,Fondaparinux,Pharmacodynamic additive effects
D1550,Tenecteplase,D0102,Ardeparin,Pharmacodynamic additive effects
D1550,Tenecteplase,D0414,Dalteparin,Pharmacodynamic additive effects
D1550,Tenecteplase,D0415,Danaparoid,Pharmacodynamic additive effects
D1550,Tenecteplase,D0574,Enoxaparin,Pharmacodynamic additive effects
D1550,Tenecteplase,D0690,Fondaparinux,Pharmacodynamic additive effects
D1550,Tenecteplase,D1588,Tinzaparin,Pharmacodynamic additive effects
D1669,Urokinase,D0414,Dalteparin,Pharmacodynamic additive effects
D1669,Urokinase,D0574,Enoxaparin,Pharmacodynamic additive effects
D1669,Urokinase,D0690,Fondaparinux,Pharmacodynamic additive effects
D0586,Epoprostenol,D0414,Dalteparin,Pharmacodynamic additive effects
D0586,Epoprostenol,D0415,Danaparoid,Pharmacodynamic additive effects
D0586,Epoprostenol,D1588,Tinzaparin,Pharmacodynamic additive effects
D0792,Iloprost,D0414,Dalteparin,Pharmacodynamic additive effects
D0792,Iloprost,D0415,Danaparoid,Pharmacodynamic additive effects
D0792,Iloprost,D0574,Enoxaparin,Pharmacodynamic additive effects
D0792,Iloprost,D1588,Tinzaparin,Pharmacodynamic additive effects
D1625,Treprostinil,D0102,Ardeparin,Pharmacodynamic additive effects
D1625,Treprostinil,D0414,Dalteparin,Pharmacodynamic additive effects
D1625,Treprostinil,D0415,Danaparoid,Pharmacodynamic additive effects
D1625,Treprostinil,D0574,Enoxaparin,Pharmacodynamic additive effects
D1625,Treprostinil,D0690,Fondaparinux,Pharmacodynamic additive effects
D1625,Treprostinil,D1588,Tinzaparin,Pharmacodynamic additive effects
D0005,Abciximab,D0102,Ardeparin,Pharmacodynamic additive effects
D0005,Abciximab,D0414,Dalteparin,Pharmacodynamic additive effects
D0005,Abciximab,D0415,Danaparoid,Pharmacodynamic additive effects
D0005,Abciximab,D0574,Enoxaparin,Pharmacodynamic additive effects
D0005,Abciximab,D0690,Fondaparinux,Pharmacodynamic additive effects
D0005,Abciximab,D1588,Tinzaparin,Pharmacodynamic additive effects
D0084,Anagrelide,D0102,Ardeparin,Pharmacodynamic additive effects
D0084,Anagrelide,D0414,Dalteparin,Pharmacodynamic additive effects
D0084,Anagrelide,D0415,Danaparoid,Pharmacodynamic additive effects
D0084,Anagrelide,D0574,Enoxaparin,Pharmacodynamic additive effects
D0084,Anagrelide,D0690,Fondaparinux,Pharmacodynamic additive effects
D0084,Anagrelide,D1588,Tinzaparin,Pharmacodynamic additive effects
D0336,Cilostazol,D0415,Danaparoid,Pharmacodynamic additive effects
D0336,Cilostazol,D0574,Enoxaparin,Pharmacodynamic additive effects
D0336,Cilostazol,D1588,Tinzaparin,Pharmacodynamic additive effects
D0364,Clopidogrel,D0414,Dalteparin,Pharmacodynamic additive effects
D0364,Clopidogrel,D0415,Danaparoid,Pharmacodynamic additive effects
D0364,Clopidogrel,D0574,Enoxaparin,Pharmacodynamic additive effects
D0364,Clopidogrel,D1588,Tinzaparin,Pharmacodynamic additive effects
D0506,Dipyridamole,D0414,Dalteparin,Pharmacodynamic additive effects
D0506,Dipyridamole,D0415,Danaparoid,Pharmacodynamic additive effects
D0506,Dipyridamole,D0574,Enoxaparin,Pharmacodynamic additive effects
D0506,Dipyridamole,D1588,Tinzaparin,Pharmacodynamic additive effects
D0588,Eptifibatide,D0102,Ardeparin,Pharmacodynamic additive effects
D0588,Eptifibatide,D0414,Dalteparin,Pharmacodynamic additive effects
D0588,Eptifibatide,D0415,Danaparoid,Pharmacodynamic additive effects
D0588,Eptifibatide,D0574,Enoxaparin,Pharmacodynamic additive effects
D0588,Eptifibatide,D0690,Fondaparinux,Pharmacodynamic additive effects
D0588,Eptifibatide,D1588,Tinzaparin,Pharmacodynamic additive effects
D1328,Prasugrel,D0414,Dalteparin,Pharmacodynamic additive effects
D1328,Prasugrel,D0415,Danaparoid,Pharmacodynamic additive effects
D1328,Prasugrel,D1588,Tinzaparin,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0414,Dalteparin,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0574,Enoxaparin,Pharmacodynamic additive effects
D1581,Ticlopidine,D0102,Ardeparin,Pharmacodynamic additive effects
D1581,Ticlopidine,D0414,Dalteparin,Pharmacodynamic additive effects
D1581,Ticlopidine,D0415,Danaparoid,Pharmacodynamic additive effects
D1581,Ticlopidine,D0574,Enoxaparin,Pharmacodynamic additive effects
D1581,Ticlopidine,D0690,Fondaparinux,Pharmacodynamic additive effects
D1581,Ticlopidine,D1588,Tinzaparin,Pharmacodynamic additive effects
D1593,Tirofiban,D0414,Dalteparin,Pharmacodynamic additive effects
D1593,Tirofiban,D0415,Danaparoid,Pharmacodynamic additive effects
D1593,Tirofiban,D0574,Enoxaparin,Pharmacodynamic additive effects
D1593,Tirofiban,D1588,Tinzaparin,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0102,Ardeparin,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0414,Dalteparin,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0415,Danaparoid,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0574,Enoxaparin,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0690,Fondaparinux,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D1588,Tinzaparin,Pharmacodynamic additive effects
D0414,Dalteparin,D1305,Plicamycin,Pharmacodynamic additive effects
D0574,Enoxaparin,D1305,Plicamycin,Pharmacodynamic additive effects
D0690,Fondaparinux,D1305,Plicamycin,Pharmacodynamic additive effects
D0102,Ardeparin,D0586,Epoprostenol,Pharmacodynamic additive effects
D0102,Ardeparin,D0638,Fedratinib,Pharmacodynamic additive effects
D0102,Ardeparin,D0792,Iloprost,Pharmacodynamic additive effects
D0102,Ardeparin,D1434,Ruxolitinib,Pharmacodynamic additive effects
D0414,Dalteparin,D0638,Fedratinib,Pharmacodynamic additive effects
D0414,Dalteparin,D1434,Ruxolitinib,Pharmacodynamic additive effects
D0415,Danaparoid,D0638,Fedratinib,Pharmacodynamic additive effects
D0415,Danaparoid,D1434,Ruxolitinib,Pharmacodynamic additive effects
D0574,Enoxaparin,D0586,Epoprostenol,Pharmacodynamic additive effects
D0574,Enoxaparin,D0638,Fedratinib,Pharmacodynamic additive effects
D0574,Enoxaparin,D1434,Ruxolitinib,Pharmacodynamic additive effects
D0690,Fondaparinux,D0586,Epoprostenol,Pharmacodynamic additive effects
D0690,Fondaparinux,D0638,Fedratinib,Pharmacodynamic additive effects
D0690,Fondaparinux,D0792,Iloprost,Pharmacodynamic additive effects
D0690,Fondaparinux,D1434,Ruxolitinib,Pharmacodynamic additive effects
D1588,Tinzaparin,D0638,Fedratinib,Pharmacodynamic additive effects
D1588,Tinzaparin,D1434,Ruxolitinib,Pharmacodynamic additive effects
D0102,Ardeparin,D0336,Cilostazol,Pharmacodynamic additive effects
D0102,Ardeparin,D0364,Clopidogrel,Pharmacodynamic additive effects
D0102,Ardeparin,D0506,Dipyridamole,Pharmacodynamic additive effects
D0102,Ardeparin,D1328,Prasugrel,Pharmacodynamic additive effects
D0102,Ardeparin,D1579,Ticagrelor,Pharmacodynamic additive effects
D0102,Ardeparin,D1593,Tirofiban,Pharmacodynamic additive effects
D0102,Ardeparin,D1705,Vorapaxar,Pharmacodynamic additive effects
D0414,Dalteparin,D1579,Ticagrelor,Pharmacodynamic additive effects
D0414,Dalteparin,D1705,Vorapaxar,Pharmacodynamic additive effects
D0415,Danaparoid,D1579,Ticagrelor,Pharmacodynamic additive effects
D0415,Danaparoid,D1705,Vorapaxar,Pharmacodynamic additive effects
D0574,Enoxaparin,D1328,Prasugrel,Pharmacodynamic additive effects
D0574,Enoxaparin,D1579,Ticagrelor,Pharmacodynamic additive effects
D0574,Enoxaparin,D1705,Vorapaxar,Pharmacodynamic additive effects
D0690,Fondaparinux,D0336,Cilostazol,Pharmacodynamic additive effects
D0690,Fondaparinux,D0364,Clopidogrel,Pharmacodynamic additive effects
D0690,Fondaparinux,D0506,Dipyridamole,Pharmacodynamic additive effects
D0690,Fondaparinux,D1328,Prasugrel,Pharmacodynamic additive effects
D0690,Fondaparinux,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D0690,Fondaparinux,D1579,Ticagrelor,Pharmacodynamic additive effects
D0690,Fondaparinux,D1593,Tirofiban,Pharmacodynamic additive effects
D0690,Fondaparinux,D1705,Vorapaxar,Pharmacodynamic additive effects
D1588,Tinzaparin,D1579,Ticagrelor,Pharmacodynamic additive effects
D1588,Tinzaparin,D1705,Vorapaxar,Pharmacodynamic additive effects
D0102,Ardeparin,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D0102,Ardeparin,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0414,Dalteparin,D0462,Dextran (-1),Pharmacodynamic additive effects
D0414,Dalteparin,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D0414,Dalteparin,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0415,Danaparoid,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D0415,Danaparoid,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0574,Enoxaparin,D0462,Dextran (-1),Pharmacodynamic additive effects
D0574,Enoxaparin,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D0574,Enoxaparin,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0690,Fondaparinux,D0462,Dextran (-1),Pharmacodynamic additive effects
D0690,Fondaparinux,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D0690,Fondaparinux,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D1588,Tinzaparin,D0463,Dextran (high molecular weight),Pharmacodynamic additive effects
D1588,Tinzaparin,D0464,Dextran (low molecular weight),Pharmacodynamic additive effects
D0047,Alteplase,D0447,Desirudin,Pharmacodynamic additive effects
D0088,Anistreplase,D0447,Desirudin,Pharmacodynamic additive effects
D1395,Reteplase,D0447,Desirudin,Pharmacodynamic additive effects
D1506,Streptokinase,D0447,Desirudin,Pharmacodynamic additive effects
D1550,Tenecteplase,D0447,Desirudin,Pharmacodynamic additive effects
D1669,Urokinase,D0447,Desirudin,Pharmacodynamic additive effects
D0462,Dextran (-1),D0447,Desirudin,Pharmacodynamic additive effects
D0463,Dextran (high molecular weight),D0447,Desirudin,Pharmacodynamic additive effects
D0464,Dextran (low molecular weight),D0447,Desirudin,Pharmacodynamic additive effects
D0537,Drotrecogin alfa,D0447,Desirudin,Pharmacodynamic additive effects
D0047,Alteplase,D0331,Choline salicylate,Pharmacodynamic additive effects
D0047,Alteplase,D0489,Diflunisal,Pharmacodynamic additive effects
D0047,Alteplase,D0586,Epoprostenol,Pharmacodynamic additive effects
D0047,Alteplase,D0792,Iloprost,Pharmacodynamic additive effects
D0047,Alteplase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D0047,Alteplase,D1439,Salicylic acid (sodium),Pharmacodynamic additive effects
D0047,Alteplase,D1442,Salsalate,Pharmacodynamic additive effects
D0047,Alteplase,D1625,Treprostinil,Pharmacodynamic additive effects
D0088,Anistreplase,D0331,Choline salicylate,Pharmacodynamic additive effects
D0088,Anistreplase,D0489,Diflunisal,Pharmacodynamic additive effects
D0088,Anistreplase,D0586,Epoprostenol,Pharmacodynamic additive effects
D0088,Anistreplase,D0792,Iloprost,Pharmacodynamic additive effects
D0088,Anistreplase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D0088,Anistreplase,D1442,Salsalate,Pharmacodynamic additive effects
D0088,Anistreplase,D1625,Treprostinil,Pharmacodynamic additive effects
D1395,Reteplase,D0331,Choline salicylate,Pharmacodynamic additive effects
D1395,Reteplase,D0489,Diflunisal,Pharmacodynamic additive effects
D1395,Reteplase,D0586,Epoprostenol,Pharmacodynamic additive effects
D1395,Reteplase,D0792,Iloprost,Pharmacodynamic additive effects
D1395,Reteplase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D1395,Reteplase,D1439,Salicylic acid (sodium),Pharmacodynamic additive effects
D1395,Reteplase,D1442,Salsalate,Pharmacodynamic additive effects
D1395,Reteplase,D1625,Treprostinil,Pharmacodynamic additive effects
D1506,Streptokinase,D0331,Choline salicylate,Pharmacodynamic additive effects
D1506,Streptokinase,D0489,Diflunisal,Pharmacodynamic additive effects
D1506,Streptokinase,D0586,Epoprostenol,Pharmacodynamic additive effects
D1506,Streptokinase,D0792,Iloprost,Pharmacodynamic additive effects
D1506,Streptokinase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D1506,Streptokinase,D1442,Salsalate,Pharmacodynamic additive effects
D1506,Streptokinase,D1625,Treprostinil,Pharmacodynamic additive effects
D1550,Tenecteplase,D0331,Choline salicylate,Pharmacodynamic additive effects
D1550,Tenecteplase,D0489,Diflunisal,Pharmacodynamic additive effects
D1550,Tenecteplase,D0586,Epoprostenol,Pharmacodynamic additive effects
D1550,Tenecteplase,D0792,Iloprost,Pharmacodynamic additive effects
D1550,Tenecteplase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D1550,Tenecteplase,D1439,Salicylic acid (sodium),Pharmacodynamic additive effects
D1550,Tenecteplase,D1442,Salsalate,Pharmacodynamic additive effects
D1550,Tenecteplase,D1625,Treprostinil,Pharmacodynamic additive effects
D1669,Urokinase,D0331,Choline salicylate,Pharmacodynamic additive effects
D1669,Urokinase,D0489,Diflunisal,Pharmacodynamic additive effects
D1669,Urokinase,D0586,Epoprostenol,Pharmacodynamic additive effects
D1669,Urokinase,D0792,Iloprost,Pharmacodynamic additive effects
D1669,Urokinase,D1272,Phenyl salicylate,Pharmacodynamic additive effects
D1669,Urokinase,D1442,Salsalate,Pharmacodynamic additive effects
D1669,Urokinase,D1625,Treprostinil,Pharmacodynamic additive effects
D0047,Alteplase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D0047,Alteplase,D0364,Clopidogrel,Pharmacodynamic additive effects
D0047,Alteplase,D0506,Dipyridamole,Pharmacodynamic additive effects
D0047,Alteplase,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D0047,Alteplase,D1581,Ticlopidine,Pharmacodynamic additive effects
D0088,Anistreplase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D0088,Anistreplase,D0336,Cilostazol,Pharmacodynamic additive effects
D0088,Anistreplase,D0364,Clopidogrel,Pharmacodynamic additive effects
D0088,Anistreplase,D0506,Dipyridamole,Pharmacodynamic additive effects
D0088,Anistreplase,D1581,Ticlopidine,Pharmacodynamic additive effects
D1395,Reteplase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D1395,Reteplase,D0336,Cilostazol,Pharmacodynamic additive effects
D1395,Reteplase,D0364,Clopidogrel,Pharmacodynamic additive effects
D1395,Reteplase,D0506,Dipyridamole,Pharmacodynamic additive effects
D1395,Reteplase,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D1395,Reteplase,D1581,Ticlopidine,Pharmacodynamic additive effects
D1506,Streptokinase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D1506,Streptokinase,D0336,Cilostazol,Pharmacodynamic additive effects
D1506,Streptokinase,D0364,Clopidogrel,Pharmacodynamic additive effects
D1506,Streptokinase,D0506,Dipyridamole,Pharmacodynamic additive effects
D1506,Streptokinase,D1581,Ticlopidine,Pharmacodynamic additive effects
D1550,Tenecteplase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D1550,Tenecteplase,D0336,Cilostazol,Pharmacodynamic additive effects
D1550,Tenecteplase,D1518,Sulfinpyrazone,Pharmacodynamic additive effects
D1550,Tenecteplase,D1581,Ticlopidine,Pharmacodynamic additive effects
D1669,Urokinase,D0017,Acetylsalicylic acid,Pharmacodynamic additive effects
D1669,Urokinase,D0336,Cilostazol,Pharmacodynamic additive effects
D1669,Urokinase,D0364,Clopidogrel,Pharmacodynamic additive effects
D1669,Urokinase,D0506,Dipyridamole,Pharmacodynamic additive effects
D1669,Urokinase,D1581,Ticlopidine,Pharmacodynamic additive effects
D0047,Alteplase,D0711,Garlic,Pharmacodynamic additive effects
D0088,Anistreplase,D0711,Garlic,Pharmacodynamic additive effects
D1395,Reteplase,D0711,Garlic,Pharmacodynamic additive effects
D1506,Streptokinase,D0711,Garlic,Pharmacodynamic additive effects
D1550,Tenecteplase,D0711,Garlic,Pharmacodynamic additive effects
D1669,Urokinase,D0711,Garlic,Pharmacodynamic additive effects
D0711,Garlic,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D0711,Garlic,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0711,Garlic,D0176,Betrixaban,Pharmacodynamic additive effects
D0005,Abciximab,D0711,Garlic,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0711,Garlic,Pharmacodynamic additive effects
D0247,Cangrelor,D0711,Garlic,Pharmacodynamic additive effects
D0250,Caplacizumab,D0711,Garlic,Pharmacodynamic additive effects
D0364,Clopidogrel,D0711,Garlic,Pharmacodynamic additive effects
D0506,Dipyridamole,D0711,Garlic,Pharmacodynamic additive effects
D0588,Eptifibatide,D0711,Garlic,Pharmacodynamic additive effects
D1328,Prasugrel,D0711,Garlic,Pharmacodynamic additive effects
D1518,Sulfinpyrazone,D0711,Garlic,Pharmacodynamic additive effects
D1579,Ticagrelor,D0711,Garlic,Pharmacodynamic additive effects
D1581,Ticlopidine,D0711,Garlic,Pharmacodynamic additive effects
D1593,Tirofiban,D0711,Garlic,Pharmacodynamic additive effects
D1705,Vorapaxar,D0711,Garlic,Pharmacodynamic additive effects
D0087,Anisindione,D0711,Garlic,Pharmacodynamic additive effects
D0096,Apixaban,D0711,Garlic,Pharmacodynamic additive effects
D0102,Ardeparin,D0711,Garlic,Pharmacodynamic additive effects
D0104,Argatroban,D0711,Garlic,Pharmacodynamic additive effects
D0189,Bivalirudin,D0711,Garlic,Pharmacodynamic additive effects
D0414,Dalteparin,D0711,Garlic,Pharmacodynamic additive effects
D0415,Danaparoid,D0711,Garlic,Pharmacodynamic additive effects
D0435,Defibrotide,D0711,Garlic,Pharmacodynamic additive effects
D0481,Dicoumarol,D0711,Garlic,Pharmacodynamic additive effects
D0551,Edoxaban,D0711,Garlic,Pharmacodynamic additive effects
D0574,Enoxaparin,D0711,Garlic,Pharmacodynamic additive effects
D0690,Fondaparinux,D0711,Garlic,Pharmacodynamic additive effects
D0753,Heparin,D0711,Garlic,Pharmacodynamic additive effects
D0904,Lepirudin,D0711,Garlic,Pharmacodynamic additive effects
D1417,Rivaroxaban,D0711,Garlic,Pharmacodynamic additive effects
D1588,Tinzaparin,D0711,Garlic,Pharmacodynamic additive effects
D1711,Warfarin,D0711,Garlic,Pharmacodynamic additive effects
D0047,Alteplase,D0721,Ginger,Pharmacodynamic additive effects
D0088,Anistreplase,D0721,Ginger,Pharmacodynamic additive effects
D1395,Reteplase,D0721,Ginger,Pharmacodynamic additive effects
D1506,Streptokinase,D0721,Ginger,Pharmacodynamic additive effects
D1550,Tenecteplase,D0721,Ginger,Pharmacodynamic additive effects
D1669,Urokinase,D0721,Ginger,Pharmacodynamic additive effects
D0721,Ginger,D0092,Antithrombin Alfa,Pharmacodynamic additive effects
D0721,Ginger,D0093,Antithrombin III human,Pharmacodynamic additive effects
D0721,Ginger,D0176,Betrixaban,Pharmacodynamic additive effects
D0005,Abciximab,D0721,Ginger,Pharmacodynamic additive effects
D0017,Acetylsalicylic acid,D0721,Ginger,Pharmacodynamic additive effects
D0247,Cangrelor,D0721,Ginger,Pharmacodynamic additive effects
