A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name
D0030,Aldesleukin,D1314,Porfimer sodium
D0030,Aldesleukin,D1324,Pralsetinib
D0030,Aldesleukin,D1331,Prazosin
D0030,Aldesleukin,D1332,Prednisolone
D0030,Aldesleukin,D1334,Prednisone
D0030,Aldesleukin,D1340,Primidone
D0030,Aldesleukin,D1345,Procarbazine
D0030,Aldesleukin,D1346,Prochlorperazine
D0030,Aldesleukin,D1351,Promazine
D0030,Aldesleukin,D1352,Promethazine
D0030,Aldesleukin,D1355,Propiomazine
D0030,Aldesleukin,D1357,Propranolol
D0030,Aldesleukin,D1361,Protriptyline
D0030,Aldesleukin,D1367,Quazepam
D0030,Aldesleukin,D1369,Quinapril
D0030,Aldesleukin,D1375,Radium Ra 223 dichloride
D0030,Aldesleukin,D1378,Ramelteon
D0030,Aldesleukin,D1379,Ramipril
D0030,Aldesleukin,D1385,Rasagiline
D0030,Aldesleukin,D1389,Remdesivir
D0030,Aldesleukin,D1390,Remifentanil
D0030,Aldesleukin,D1391,Remimazolam
D0030,Aldesleukin,D1393,Reserpine
D0030,Aldesleukin,D1403,Rilonacept
D0030,Aldesleukin,D1413,Risperidone
D0030,Aldesleukin,D1415,Ritonavir
D0030,Aldesleukin,D1422,Roflumilast
D0030,Aldesleukin,D1434,Ruxolitinib
D0030,Aldesleukin,D1437,Safinamide
D0030,Aldesleukin,D1443,Samarium (153Sm) lexidronam
D0030,Aldesleukin,D1444,Saquinavir
D0030,Aldesleukin,D1453,Secobarbital
D0030,Aldesleukin,D1455,Selegiline
D0030,Aldesleukin,D1461,Sertraline
D0030,Aldesleukin,D1474,Siponimod
D0030,Aldesleukin,D1485,Sodium oxybate
D0030,Aldesleukin,D1498,Sotalol
D0030,Aldesleukin,D1499,Sparfloxacin
D0030,Aldesleukin,D1501,Spironolactone
D0030,Aldesleukin,D1502,St. John's Wort
D0030,Aldesleukin,D1508,Streptozocin
D0030,Aldesleukin,D1509,Strontium chloride Sr-89
D0030,Aldesleukin,D1512,Sufentanil
D0030,Aldesleukin,D1524,Suvorexant
D0030,Aldesleukin,D1535,Tapentadol
D0030,Aldesleukin,D1536,Tasimelteon
D0030,Aldesleukin,D1545,Telmisartan
D0030,Aldesleukin,D1547,Temazepam
D0030,Aldesleukin,D1548,Temozolomide
D0030,Aldesleukin,D1552,Terazosin
D0030,Aldesleukin,D1556,Teriflunomide
D0030,Aldesleukin,D1563,Tetracosactide
D0030,Aldesleukin,D1569,Thalidomide
D0030,Aldesleukin,D1572,Thiethylperazine
D0030,Aldesleukin,D1573,Thiopental
D0030,Aldesleukin,D1574,Thioridazine
D0030,Aldesleukin,D1575,Thiotepa
D0030,Aldesleukin,D1576,Thiothixene
D0030,Aldesleukin,D1585,Timolol
D0030,Aldesleukin,D1589,Tioguanine
D0030,Aldesleukin,D1596,Tizanidine
D0030,Aldesleukin,D1600,Tofacitinib
D0030,Aldesleukin,D1610,Topotecan
D0030,Aldesleukin,D1611,Torasemide
D0030,Aldesleukin,D1615,Trabectedin
D0030,Aldesleukin,D1616,Tramadol
D0030,Aldesleukin,D1618,Trandolapril
D0030,Aldesleukin,D1620,Tranylcypromine
D0030,Aldesleukin,D1624,Trazodone
D0030,Aldesleukin,D1625,Treprostinil
D0030,Aldesleukin,D1628,Triamcinolone
D0030,Aldesleukin,D1631,Triamterene
D0030,Aldesleukin,D1632,Triazolam
D0030,Aldesleukin,D1633,Trichlormethiazide
D0030,Aldesleukin,D1637,Trifluoperazine
D0030,Aldesleukin,D1638,Triflupromazine
D0030,Aldesleukin,D1643,Trimethaphan
D0030,Aldesleukin,D1647,Trimipramine
D0030,Aldesleukin,D1657,Trovafloxacin
D0030,Aldesleukin,D1662,Typhoid vaccine (inactivated)
D0030,Aldesleukin,D1666,Upadacitinib
D0030,Aldesleukin,D1671,Ustekinumab
D0030,Aldesleukin,D1676,Valganciclovir
D0030,Aldesleukin,D1679,Valsartan
D0030,Aldesleukin,D1689,Venlafaxine
D0030,Aldesleukin,D1690,Verapamil
D0030,Aldesleukin,D1692,Vibrio cholerae CVD 103-HgR strain live antigen
D0030,Aldesleukin,D1696,Vilazodone
D0030,Aldesleukin,D1697,Vinblastine
D0030,Aldesleukin,D1700,Vinorelbine
D0030,Aldesleukin,D1716,Zaleplon
D0030,Aldesleukin,D1720,Zidovudine
D0030,Aldesleukin,D1744,Bacillus calmette-guerin substrain tice live antigen
D0030,Aldesleukin,D1749,Bifidobacterium longum infantis
D0030,Aldesleukin,D1755,Candida albicans
D0030,Aldesleukin,D1765,Coccidioides immitis spherule
D0030,Aldesleukin,D1817,Indium In-111 oxyquinoline
D0030,Aldesleukin,D1827,Lactobacillus acidophilus
D0030,Aldesleukin,D1838,Lyme disease vaccine (recombinant OspA)
D0030,Aldesleukin,D1839,Measles virus vaccine live attenuated
D0030,Aldesleukin,D1849,Mumps virus strain B level jeryl lynn live antigen
D0030,Aldesleukin,D1881,Rotavirus vaccine
D0030,Aldesleukin,D1882,Rubella virus vaccine
D0030,Aldesleukin,D1890,"Smallpox (Vaccinia) Vaccine, Live"
D0030,Aldesleukin,D1897,Talimogene laherparepvec
D0030,Aldesleukin,D1912,Trichophyton mentagrophytes
D0030,Aldesleukin,D1913,Tuberculin purified protein derivative
D0030,Aldesleukin,D1914,Typhoid vaccine (live)
D0030,Aldesleukin,D1920,Varicella Zoster Vaccine (Recombinant)
D0030,Aldesleukin,D1922,Yellow Fever Vaccine
D0031,Alectinib,D0204,Brigatinib
D0031,Alectinib,D0232,Calaspargase pegol
D0031,Alectinib,D0897,Lasmiditan
D0031,Alectinib,D1211,Ozanimod
D0031,Alectinib,D1258,Pexidartinib
D0031,Alectinib,D1389,Remdesivir
D0031,Alectinib,D1474,Siponimod
D0032,Alefacept,D0004,Abatacept
D0032,Alefacept,D0006,Abemaciclib
D0032,Alefacept,D0008,Acalabrutinib
D0032,Alefacept,D0027,Aflibercept
D0032,Alefacept,D0045,Alprazolam
D0032,Alefacept,D0048,Altretamine
D0032,Alefacept,D0064,Aminophylline
D0032,Alefacept,D0066,Amiodarone
D0032,Alefacept,D0069,Amlodipine
D0032,Alefacept,D0089,Anthrax vaccine
D0032,Alefacept,D0091,Antilymphocyte immunoglobulin (horse)
D0032,Alefacept,D0094,Antithymocyte immunoglobulin (rabbit)
D0032,Alefacept,D0118,Atezolizumab
D0032,Alefacept,D0120,Atorvastatin
D0032,Alefacept,D0129,Avapritinib
D0032,Alefacept,D0132,Axicabtagene ciloleucel
D0032,Alefacept,D0134,Azacitidine
D0032,Alefacept,D0136,Azathioprine
D0032,Alefacept,D0146,Baricitinib
D0032,Alefacept,D0150,Belantamab mafodotin
D0032,Alefacept,D0151,Belatacept
D0032,Alefacept,D0152,Belimumab
D0032,Alefacept,D0153,Belinostat
D0032,Alefacept,D0157,Bendamustine
D0032,Alefacept,D0161,Benzhydrocodone
D0032,Alefacept,D0172,Betamethasone
D0032,Alefacept,D0178,Bexarotene
D0032,Alefacept,D0190,Bleomycin
D0032,Alefacept,D0191,Blinatumomab
D0032,Alefacept,D0193,Bortezomib
D0032,Alefacept,D0195,Bosutinib
D0032,Alefacept,D0199,Brentuximab vedotin
D0032,Alefacept,D0203,Brexucabtagene autoleucel
D0032,Alefacept,D0204,Brigatinib
D0032,Alefacept,D0209,Brodalumab
D0032,Alefacept,D0215,Budesonide
D0032,Alefacept,D0219,Buprenorphine
D0032,Alefacept,D0223,Busulfan
D0032,Alefacept,D0227,Cabazitaxel
D0032,Alefacept,D0246,Canakinumab
D0032,Alefacept,D0249,Capecitabine
D0032,Alefacept,D0260,Carboplatin
D0032,Alefacept,D0261,Carfilzomib
D0032,Alefacept,D0264,Carmustine
D0032,Alefacept,D0304,Certolizumab pegol
D0032,Alefacept,D0312,Chlorambucil
D0032,Alefacept,D0344,Cisplatin
D0032,Alefacept,D0348,Cladribine
D0032,Alefacept,D0356,Clobazam
D0032,Alefacept,D0357,Clofarabine
D0032,Alefacept,D0362,Clonazepam
D0032,Alefacept,D0366,Clostridium tetani toxoid antigen (formaldehyde inactivated)
D0032,Alefacept,D0376,Cobimetinib
D0032,Alefacept,D0389,Copanlisib
D0032,Alefacept,D0392,Corticotropin
D0032,Alefacept,D0400,Cyclophosphamide
D0032,Alefacept,D0404,Cytarabine
D0032,Alefacept,D0407,Dacarbazine
D0032,Alefacept,D0410,Dactinomycin
D0032,Alefacept,D0422,Daratumumab
D0032,Alefacept,D0428,Dasatinib
D0032,Alefacept,D0429,Daunorubicin
D0032,Alefacept,D0430,Daunorubicin (liposomal)
D0032,Alefacept,D0431,Decitabine
D0032,Alefacept,D0436,Deflazacort
D0032,Alefacept,D0450,Desogestrel
D0032,Alefacept,D0453,Dexamethasone
D0032,Alefacept,D0481,Dicoumarol
D0032,Alefacept,D0485,Dienogest
D0032,Alefacept,D0499,Dimethyl fumarate
D0032,Alefacept,D0501,Dinutuximab
D0032,Alefacept,D0507,Diroximel fumarate
D0032,Alefacept,D0508,Disopyramide
D0032,Alefacept,D0511,Docetaxel
D0032,Alefacept,D0528,Doxorubicin
D0032,Alefacept,D0529,Doxorubicin (liposomal)
D0032,Alefacept,D0536,Drospirenone
D0032,Alefacept,D0540,Dupilumab
D0032,Alefacept,D0541,Durvalumab
D0032,Alefacept,D0543,Duvelisib
D0032,Alefacept,D0545,Echinacea
D0032,Alefacept,D0553,Efalizumab
D0032,Alefacept,D0560,Elotuzumab
D0032,Alefacept,D0571,Enfortumab vedotin
D0032,Alefacept,D0584,Epirubicin
D0032,Alefacept,D0594,Eribulin
D0032,Alefacept,D0619,Ethinylestradiol
D0032,Alefacept,D0620,Ethosuximide
D0032,Alefacept,D0626,Etonogestrel
D0032,Alefacept,D0627,Etoposide
D0032,Alefacept,D0629,Everolimus
D0032,Alefacept,D0640,Felodipine
D0032,Alefacept,D0646,Fentanyl
D0032,Alefacept,D0661,Fingolimod
D0032,Alefacept,D0664,Flecainide
D0032,Alefacept,D0666,Floxuridine
D0032,Alefacept,D0669,Fludarabine
D0032,Alefacept,D0671,Fludrocortisone
D0032,Alefacept,D0675,Fluorouracil
D0032,Alefacept,D0697,Fosphenytoin
D0032,Alefacept,D0714,Gemcitabine
D0032,Alefacept,D0736,Golimumab
D0032,Alefacept,D0747,Guselkumab
D0032,Alefacept,D0755,Hepatitis A Vaccine
D0032,Alefacept,D0756,Hepatitis B Vaccine (Recombinant)
D0032,Alefacept,D0767,Human papillomavirus type 11 L1 capsid protein antigen
D0032,Alefacept,D0773,Hydrocortisone
D0032,Alefacept,D0780,Hydroxyurea
D0032,Alefacept,D0785,Ibrutinib
D0032,Alefacept,D0788,Idarubicin
D0032,Alefacept,D0789,Idelalisib
D0032,Alefacept,D0790,Ifosfamide
D0032,Alefacept,D0793,Imatinib
D0032,Alefacept,D0801,Inebilizumab
D0032,Alefacept,D0803,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)
D0032,Alefacept,D0804,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated)
D0032,Alefacept,D0806,Inotuzumab ozogamicin
D0032,Alefacept,D0829,Iobenguane (I-131)
D0032,Alefacept,D0845,Irinotecan
D0032,Alefacept,D0846,Irinotecan (liposomal)
D0032,Alefacept,D0851,Isatuximab
D0032,Alefacept,D0865,Isradipine
D0032,Alefacept,D0873,Ixabepilone
D0032,Alefacept,D0874,Ixazomib
D0032,Alefacept,D0875,Ixekizumab
D0032,Alefacept,D0900,Leflunomide
D0032,Alefacept,D0910,Levamisole
D0032,Alefacept,D0911,Levamlodipine
D0032,Alefacept,D0922,Levonorgestrel
D0032,Alefacept,D0927,Lidocaine
D0032,Alefacept,D0933,Linezolid
D0032,Alefacept,D0945,Lomustine
D0032,Alefacept,D0956,Lovastatin
D0032,Alefacept,D0962,Lurbinectedin
D0032,Alefacept,D0964,Lutetium Lu 177 dotatate
D0032,Alefacept,D0986,Mechlorethamine
D0032,Alefacept,D0990,Medroxyprogesterone acetate
D0032,Alefacept,D0996,Melphalan
D0032,Alefacept,D0999,Meningococcal polysaccharide vaccine group C
D0032,Alefacept,D1003,Mephenytoin
D0032,Alefacept,D1007,Mercaptopurine
D0032,Alefacept,D1011,Mestranol
D0032,Alefacept,D1017,Methadone
D0032,Alefacept,D1025,Methotrexate
D0032,Alefacept,D1040,Methylphenobarbital
D0032,Alefacept,D1041,Methylprednisolone
D0032,Alefacept,D1054,Mexiletine
D0032,Alefacept,D1060,Midazolam
D0032,Alefacept,D1079,Mitoxantrone
D0032,Alefacept,D1083,Mogamulizumab
D0032,Alefacept,D1085,Monomethyl fumarate
D0032,Alefacept,D1094,Mycophenolate mofetil
D0032,Alefacept,D1095,Mycophenolic acid
D0032,Alefacept,D1111,Natalizumab
D0032,Alefacept,D1113,Naxitamab
D0032,Alefacept,D1118,Nelarabine
D0032,Alefacept,D1130,Nicardipine
D0032,Alefacept,D1134,Nifedipine
D0032,Alefacept,D1136,Nilotinib
D0032,Alefacept,D1138,Nimodipine
D0032,Alefacept,D1140,Niraparib
D0032,Alefacept,D1141,Nisoldipine
D0032,Alefacept,D1154,Norethisterone
D0032,Alefacept,D1156,Norgestimate
D0032,Alefacept,D1157,Norgestrel
D0032,Alefacept,D1161,Obinutuzumab
D0032,Alefacept,D1162,Ocrelizumab
D0032,Alefacept,D1164,Ofatumumab
D0032,Alefacept,D1167,Olaparib
D0032,Alefacept,D1168,Olaratumab
D0032,Alefacept,D1169,Oliceridine
D0032,Alefacept,D1174,Omacetaxine mepesuccinate
D0032,Alefacept,D1190,Osimertinib
D0032,Alefacept,D1193,Oxaliplatin
D0032,Alefacept,D1201,Oxtriphylline
D0032,Alefacept,D1203,Oxycodone
D0032,Alefacept,D1211,Ozanimod
D0032,Alefacept,D1212,Paclitaxel
D0032,Alefacept,D1213,Paclitaxel (protein-bound)
D0032,Alefacept,D1214,Palbociclib
D0032,Alefacept,D1221,Panobinostat
D0032,Alefacept,D1232,Pazopanib
D0032,Alefacept,D1241,Pemetrexed
D0032,Alefacept,D1250,Pentostatin
D0032,Alefacept,D1259,Pfizer-BioNTech Covid-19 Vaccine
D0032,Alefacept,D1265,Phenobarbital
D0032,Alefacept,D1283,Phenytoin
D0032,Alefacept,D1305,Plicamycin
D0032,Alefacept,D1306,Polatuzumab vedotin
D0032,Alefacept,D1307,Poliovirus type 1 antigen (formaldehyde inactivated)
D0032,Alefacept,D1312,Pomalidomide
D0032,Alefacept,D1313,Ponatinib
D0032,Alefacept,D1323,Pralatrexate
D0032,Alefacept,D1332,Prednisolone
D0032,Alefacept,D1334,Prednisone
D0032,Alefacept,D1340,Primidone
D0032,Alefacept,D1343,Procainamide
D0032,Alefacept,D1345,Procarbazine
D0032,Alefacept,D1353,Propafenone
D0032,Alefacept,D1371,Quinidine
D0032,Alefacept,D1398,Ribociclib
D0032,Alefacept,D1403,Rilonacept
D0032,Alefacept,D1410,Risankizumab
D0032,Alefacept,D1417,Rivaroxaban
D0032,Alefacept,D1422,Roflumilast
D0032,Alefacept,D1424,Romidepsin
D0032,Alefacept,D1432,Rucaparib
D0032,Alefacept,D1434,Ruxolitinib
D0032,Alefacept,D1435,Sacituzumab govitecan
D0032,Alefacept,D1447,Sarilumab
D0032,Alefacept,D1448,Satralizumab
D0032,Alefacept,D1454,Secukinumab
D0032,Alefacept,D1458,Selinexor
D0032,Alefacept,D1467,Siltuximab
D0032,Alefacept,D1473,Simvastatin
D0032,Alefacept,D1474,Siponimod
D0032,Alefacept,D1476,Sirolimus
D0032,Alefacept,D1508,Streptozocin
D0032,Alefacept,D1512,Sufentanil
D0032,Alefacept,D1526,Tacrolimus
D0032,Alefacept,D1529,Tafasitamab
D0032,Alefacept,D1532,Talazoparib
D0032,Alefacept,D1548,Temozolomide
D0032,Alefacept,D1549,Temsirolimus
D0032,Alefacept,D1551,Teniposide
D0032,Alefacept,D1556,Teriflunomide
D0032,Alefacept,D1563,Tetracosactide
D0032,Alefacept,D1569,Thalidomide
D0032,Alefacept,D1570,Theophylline
D0032,Alefacept,D1575,Thiotepa
D0032,Alefacept,D1583,Tildrakizumab
D0032,Alefacept,D1589,Tioguanine
D0032,Alefacept,D1594,Tisagenlecleucel
D0032,Alefacept,D1599,Tocilizumab
D0032,Alefacept,D1600,Tofacitinib
D0032,Alefacept,D1610,Topotecan
D0032,Alefacept,D1615,Trabectedin
D0032,Alefacept,D1622,Trastuzumab deruxtecan
D0032,Alefacept,D1628,Triamcinolone
D0032,Alefacept,D1630,Triamcinolone (ophthalmic)
D0032,Alefacept,D1632,Triazolam
D0032,Alefacept,D1639,Trifluridine
D0032,Alefacept,D1646,Trimetrexate
D0032,Alefacept,D1662,Typhoid vaccine (inactivated)
D0032,Alefacept,D1666,Upadacitinib
D0032,Alefacept,D1667,Uracil mustard
D0032,Alefacept,D1671,Ustekinumab
D0032,Alefacept,D1685,Vedolizumab
D0032,Alefacept,D1688,Venetoclax
D0032,Alefacept,D1692,Vibrio cholerae CVD 103-HgR strain live antigen
D0032,Alefacept,D1697,Vinblastine
D0032,Alefacept,D1698,Vincristine
D0032,Alefacept,D1699,Vincristine (liposome)
D0032,Alefacept,D1700,Vinorelbine
D0032,Alefacept,D1703,Vitamin E
D0032,Alefacept,D1711,Warfarin
D0032,Alefacept,D1718,Zanubrutinib
D0032,Alefacept,D1720,Zidovudine
D0032,Alefacept,D1722,Zinc acetate
D0032,Alefacept,D1723,Zinc chloride
D0032,Alefacept,D1724,Zinc gluconate
D0032,Alefacept,D1725,Zinc sulfate
D0032,Alefacept,D1744,Bacillus calmette-guerin substrain tice live antigen
D0032,Alefacept,D1749,Bifidobacterium longum infantis
D0032,Alefacept,D1755,Candida albicans
D0032,Alefacept,D1827,Lactobacillus acidophilus
D0032,Alefacept,D1839,Measles virus vaccine live attenuated
D0032,Alefacept,D1849,Mumps virus strain B level jeryl lynn live antigen
D0032,Alefacept,D1881,Rotavirus vaccine
D0032,Alefacept,D1882,Rubella virus vaccine
D0032,Alefacept,D1890,"Smallpox (Vaccinia) Vaccine, Live"
D0032,Alefacept,D1897,Talimogene laherparepvec
D0032,Alefacept,D1912,Trichophyton mentagrophytes
D0032,Alefacept,D1913,Tuberculin purified protein derivative
D0032,Alefacept,D1914,Typhoid vaccine (live)
D0032,Alefacept,D1920,Varicella Zoster Vaccine (Recombinant)
D0032,Alefacept,D1922,Yellow Fever Vaccine
D0033,Alemtuzumab,D0004,Abatacept
D0033,Alemtuzumab,D0006,Abemaciclib
D0033,Alemtuzumab,D0008,Acalabrutinib
D0033,Alemtuzumab,D0014,Acetohydroxamic acid
D0033,Alemtuzumab,D0017,Acetylsalicylic acid
D0033,Alemtuzumab,D0027,Aflibercept
D0033,Alemtuzumab,D0028,Albendazole
D0033,Alemtuzumab,D0032,Alefacept
D0033,Alemtuzumab,D0048,Altretamine
D0033,Alemtuzumab,D0089,Anthrax vaccine
D0033,Alemtuzumab,D0091,Antilymphocyte immunoglobulin (horse)
D0033,Alemtuzumab,D0094,Antithymocyte immunoglobulin (rabbit)
D0033,Alemtuzumab,D0104,Argatroban
D0033,Alemtuzumab,D0118,Atezolizumab
D0033,Alemtuzumab,D0126,Auranofin
D0033,Alemtuzumab,D0127,Aurothioglucose
D0033,Alemtuzumab,D0129,Avapritinib
D0033,Alemtuzumab,D0132,Axicabtagene ciloleucel
D0033,Alemtuzumab,D0134,Azacitidine
D0033,Alemtuzumab,D0136,Azathioprine
D0033,Alemtuzumab,D0146,Baricitinib
D0033,Alemtuzumab,D0150,Belantamab mafodotin
D0033,Alemtuzumab,D0151,Belatacept
D0033,Alemtuzumab,D0152,Belimumab
D0033,Alemtuzumab,D0153,Belinostat
D0033,Alemtuzumab,D0157,Bendamustine
D0033,Alemtuzumab,D0172,Betamethasone
D0033,Alemtuzumab,D0178,Bexarotene
D0033,Alemtuzumab,D0190,Bleomycin
D0033,Alemtuzumab,D0191,Blinatumomab
D0033,Alemtuzumab,D0193,Bortezomib
D0033,Alemtuzumab,D0195,Bosutinib
D0033,Alemtuzumab,D0199,Brentuximab vedotin
D0033,Alemtuzumab,D0203,Brexucabtagene autoleucel
D0033,Alemtuzumab,D0204,Brigatinib
D0033,Alemtuzumab,D0209,Brodalumab
D0033,Alemtuzumab,D0215,Budesonide
D0033,Alemtuzumab,D0223,Busulfan
D0033,Alemtuzumab,D0227,Cabazitaxel
D0033,Alemtuzumab,D0246,Canakinumab
D0033,Alemtuzumab,D0249,Capecitabine
D0033,Alemtuzumab,D0255,Carbamazepine
D0033,Alemtuzumab,D0260,Carboplatin
D0033,Alemtuzumab,D0261,Carfilzomib
D0033,Alemtuzumab,D0264,Carmustine
D0033,Alemtuzumab,D0304,Certolizumab pegol
D0033,Alemtuzumab,D0312,Chlorambucil
D0033,Alemtuzumab,D0313,Chloramphenicol
D0033,Alemtuzumab,D0344,Cisplatin
D0033,Alemtuzumab,D0348,Cladribine
D0033,Alemtuzumab,D0357,Clofarabine
D0033,Alemtuzumab,D0366,Clostridium tetani toxoid antigen (formaldehyde inactivated)
D0033,Alemtuzumab,D0370,Clozapine
D0033,Alemtuzumab,D0376,Cobimetinib
D0033,Alemtuzumab,D0380,Colchicine
D0033,Alemtuzumab,D0389,Copanlisib
D0033,Alemtuzumab,D0392,Corticotropin
D0033,Alemtuzumab,D0400,Cyclophosphamide
D0033,Alemtuzumab,D0402,Cyclosporine
D0033,Alemtuzumab,D0404,Cytarabine
D0033,Alemtuzumab,D0407,Dacarbazine
D0033,Alemtuzumab,D0410,Dactinomycin
D0033,Alemtuzumab,D0419,Dapsone
D0033,Alemtuzumab,D0422,Daratumumab
D0033,Alemtuzumab,D0428,Dasatinib
D0033,Alemtuzumab,D0429,Daunorubicin
D0033,Alemtuzumab,D0430,Daunorubicin (liposomal)
D0033,Alemtuzumab,D0431,Decitabine
D0033,Alemtuzumab,D0433,Deferiprone
D0033,Alemtuzumab,D0436,Deflazacort
D0033,Alemtuzumab,D0443,Denosumab
D0033,Alemtuzumab,D0453,Dexamethasone
D0033,Alemtuzumab,D0489,Diflunisal
D0033,Alemtuzumab,D0499,Dimethyl fumarate
D0033,Alemtuzumab,D0501,Dinutuximab
D0033,Alemtuzumab,D0507,Diroximel fumarate
D0033,Alemtuzumab,D0511,Docetaxel
D0033,Alemtuzumab,D0528,Doxorubicin
D0033,Alemtuzumab,D0529,Doxorubicin (liposomal)
D0033,Alemtuzumab,D0540,Dupilumab
D0033,Alemtuzumab,D0541,Durvalumab
D0033,Alemtuzumab,D0543,Duvelisib
D0033,Alemtuzumab,D0553,Efalizumab
D0033,Alemtuzumab,D0560,Elotuzumab
D0033,Alemtuzumab,D0571,Enfortumab vedotin
D0033,Alemtuzumab,D0584,Epirubicin
D0033,Alemtuzumab,D0594,Eribulin
D0033,Alemtuzumab,D0621,Ethotoin
D0033,Alemtuzumab,D0627,Etoposide
D0033,Alemtuzumab,D0629,Everolimus
D0033,Alemtuzumab,D0639,Felbamate
D0033,Alemtuzumab,D0659,Filgrastim
D0033,Alemtuzumab,D0661,Fingolimod
D0033,Alemtuzumab,D0666,Floxuridine
D0033,Alemtuzumab,D0668,Flucytosine
D0033,Alemtuzumab,D0669,Fludarabine
D0033,Alemtuzumab,D0671,Fludrocortisone
D0033,Alemtuzumab,D0675,Fluorouracil
D0033,Alemtuzumab,D0710,Ganciclovir
D0033,Alemtuzumab,D0714,Gemcitabine
D0033,Alemtuzumab,D0736,Golimumab
D0033,Alemtuzumab,D0746,Guanidine
D0033,Alemtuzumab,D0747,Guselkumab
D0033,Alemtuzumab,D0753,Heparin
D0033,Alemtuzumab,D0755,Hepatitis A Vaccine
D0033,Alemtuzumab,D0756,Hepatitis B Vaccine (Recombinant)
D0033,Alemtuzumab,D0767,Human papillomavirus type 11 L1 capsid protein antigen
D0033,Alemtuzumab,D0773,Hydrocortisone
D0033,Alemtuzumab,D0780,Hydroxyurea
D0033,Alemtuzumab,D0785,Ibrutinib
D0033,Alemtuzumab,D0786,Ibuprofen
D0033,Alemtuzumab,D0788,Idarubicin
D0033,Alemtuzumab,D0789,Idelalisib
D0033,Alemtuzumab,D0790,Ifosfamide
D0033,Alemtuzumab,D0793,Imatinib
D0033,Alemtuzumab,D0801,Inebilizumab
D0033,Alemtuzumab,D0803,Influenza A virus A/California/7/2009 (H1N1)-like antigen (propiolactone inactivated)
D0033,Alemtuzumab,D0804,Influenza A virus A/Vietnam/1194/2004 (H5N1) antigen (formaldehyde inactivated)
D0033,Alemtuzumab,D0806,Inotuzumab ozogamicin
D0033,Alemtuzumab,D0822,Interferon alfa-2b
D0033,Alemtuzumab,D0829,Iobenguane (I-131)
D0033,Alemtuzumab,D0845,Irinotecan
D0033,Alemtuzumab,D0846,Irinotecan (liposomal)
D0033,Alemtuzumab,D0851,Isatuximab
D0033,Alemtuzumab,D0873,Ixabepilone
D0033,Alemtuzumab,D0874,Ixazomib
D0033,Alemtuzumab,D0875,Ixekizumab
D0033,Alemtuzumab,D0900,Leflunomide
D0033,Alemtuzumab,D0902,Lenalidomide
D0033,Alemtuzumab,D0910,Levamisole
D0033,Alemtuzumab,D0933,Linezolid
D0033,Alemtuzumab,D0945,Lomustine
D0033,Alemtuzumab,D0964,Lutetium Lu 177 dotatate
D0033,Alemtuzumab,D0986,Mechlorethamine
D0033,Alemtuzumab,D0988,Meclofenamic acid
D0033,Alemtuzumab,D0996,Melphalan
D0033,Alemtuzumab,D0999,Meningococcal polysaccharide vaccine group C
D0033,Alemtuzumab,D1003,Mephenytoin
D0033,Alemtuzumab,D1007,Mercaptopurine
D0033,Alemtuzumab,D1025,Methotrexate
D0033,Alemtuzumab,D1041,Methylprednisolone
D0033,Alemtuzumab,D1062,Midostaurin
D0033,Alemtuzumab,D1079,Mitoxantrone
D0033,Alemtuzumab,D1083,Mogamulizumab
D0033,Alemtuzumab,D1085,Monomethyl fumarate
D0033,Alemtuzumab,D1094,Mycophenolate mofetil
D0033,Alemtuzumab,D1095,Mycophenolic acid
D0033,Alemtuzumab,D1111,Natalizumab
D0033,Alemtuzumab,D1113,Naxitamab
D0033,Alemtuzumab,D1118,Nelarabine
D0033,Alemtuzumab,D1136,Nilotinib
D0033,Alemtuzumab,D1140,Niraparib
D0033,Alemtuzumab,D1161,Obinutuzumab
D0033,Alemtuzumab,D1162,Ocrelizumab
D0033,Alemtuzumab,D1164,Ofatumumab
D0033,Alemtuzumab,D1167,Olaparib
D0033,Alemtuzumab,D1168,Olaratumab
D0033,Alemtuzumab,D1174,Omacetaxine mepesuccinate
D0033,Alemtuzumab,D1190,Osimertinib
D0033,Alemtuzumab,D1193,Oxaliplatin
D0033,Alemtuzumab,D1211,Ozanimod
D0033,Alemtuzumab,D1212,Paclitaxel
D0033,Alemtuzumab,D1213,Paclitaxel (protein-bound)
D0033,Alemtuzumab,D1214,Palbociclib
D0033,Alemtuzumab,D1221,Panobinostat
D0033,Alemtuzumab,D1225,Paramethadione
D0033,Alemtuzumab,D1232,Pazopanib
D0033,Alemtuzumab,D1241,Pemetrexed
D0033,Alemtuzumab,D1245,Penicillamine
D0033,Alemtuzumab,D1246,Pentamidine
D0033,Alemtuzumab,D1250,Pentostatin
D0033,Alemtuzumab,D1259,Pfizer-BioNTech Covid-19 Vaccine
D0033,Alemtuzumab,D1274,Phenylbutazone
D0033,Alemtuzumab,D1305,Plicamycin
D0033,Alemtuzumab,D1306,Polatuzumab vedotin
D0033,Alemtuzumab,D1307,Poliovirus type 1 antigen (formaldehyde inactivated)
D0033,Alemtuzumab,D1312,Pomalidomide
D0033,Alemtuzumab,D1313,Ponatinib
D0033,Alemtuzumab,D1323,Pralatrexate
D0033,Alemtuzumab,D1332,Prednisolone
D0033,Alemtuzumab,D1334,Prednisone
