A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name
D1838,Lyme disease vaccine (recombinant OspA),D0152,Belimumab
D1838,Lyme disease vaccine (recombinant OspA),D0153,Belinostat
D1838,Lyme disease vaccine (recombinant OspA),D0157,Bendamustine
D1838,Lyme disease vaccine (recombinant OspA),D0172,Betamethasone
D1838,Lyme disease vaccine (recombinant OspA),D0178,Bexarotene
D1838,Lyme disease vaccine (recombinant OspA),D0190,Bleomycin
D1838,Lyme disease vaccine (recombinant OspA),D0191,Blinatumomab
D1838,Lyme disease vaccine (recombinant OspA),D0193,Bortezomib
D1838,Lyme disease vaccine (recombinant OspA),D0195,Bosutinib
D1838,Lyme disease vaccine (recombinant OspA),D0199,Brentuximab vedotin
D1838,Lyme disease vaccine (recombinant OspA),D0203,Brexucabtagene autoleucel
D1838,Lyme disease vaccine (recombinant OspA),D0204,Brigatinib
D1838,Lyme disease vaccine (recombinant OspA),D0209,Brodalumab
D1838,Lyme disease vaccine (recombinant OspA),D0215,Budesonide
D1838,Lyme disease vaccine (recombinant OspA),D0223,Busulfan
D1838,Lyme disease vaccine (recombinant OspA),D0227,Cabazitaxel
D1838,Lyme disease vaccine (recombinant OspA),D0246,Canakinumab
D1838,Lyme disease vaccine (recombinant OspA),D0249,Capecitabine
D1838,Lyme disease vaccine (recombinant OspA),D0260,Carboplatin
D1838,Lyme disease vaccine (recombinant OspA),D0261,Carfilzomib
D1838,Lyme disease vaccine (recombinant OspA),D0264,Carmustine
D1838,Lyme disease vaccine (recombinant OspA),D0312,Chlorambucil
D1838,Lyme disease vaccine (recombinant OspA),D0344,Cisplatin
D1838,Lyme disease vaccine (recombinant OspA),D0348,Cladribine
D1838,Lyme disease vaccine (recombinant OspA),D0357,Clofarabine
D1838,Lyme disease vaccine (recombinant OspA),D0376,Cobimetinib
D1838,Lyme disease vaccine (recombinant OspA),D0389,Copanlisib
D1838,Lyme disease vaccine (recombinant OspA),D0392,Corticotropin
D1838,Lyme disease vaccine (recombinant OspA),D0400,Cyclophosphamide
D1838,Lyme disease vaccine (recombinant OspA),D0402,Cyclosporine
D1838,Lyme disease vaccine (recombinant OspA),D0404,Cytarabine
D1838,Lyme disease vaccine (recombinant OspA),D0407,Dacarbazine
D1838,Lyme disease vaccine (recombinant OspA),D0410,Dactinomycin
D1838,Lyme disease vaccine (recombinant OspA),D0422,Daratumumab
D1838,Lyme disease vaccine (recombinant OspA),D0428,Dasatinib
D1838,Lyme disease vaccine (recombinant OspA),D0429,Daunorubicin
D1838,Lyme disease vaccine (recombinant OspA),D0430,Daunorubicin (liposomal)
D1838,Lyme disease vaccine (recombinant OspA),D0431,Decitabine
D1838,Lyme disease vaccine (recombinant OspA),D0436,Deflazacort
D1838,Lyme disease vaccine (recombinant OspA),D0453,Dexamethasone
D1838,Lyme disease vaccine (recombinant OspA),D0499,Dimethyl fumarate
D1838,Lyme disease vaccine (recombinant OspA),D0501,Dinutuximab
D1838,Lyme disease vaccine (recombinant OspA),D0507,Diroximel fumarate
D1838,Lyme disease vaccine (recombinant OspA),D0511,Docetaxel
D1838,Lyme disease vaccine (recombinant OspA),D0528,Doxorubicin
D1838,Lyme disease vaccine (recombinant OspA),D0541,Durvalumab
D1838,Lyme disease vaccine (recombinant OspA),D0543,Duvelisib
D1838,Lyme disease vaccine (recombinant OspA),D0560,Elotuzumab
D1838,Lyme disease vaccine (recombinant OspA),D0571,Enfortumab vedotin
D1838,Lyme disease vaccine (recombinant OspA),D0584,Epirubicin
D1838,Lyme disease vaccine (recombinant OspA),D0594,Eribulin
D1838,Lyme disease vaccine (recombinant OspA),D0627,Etoposide
D1838,Lyme disease vaccine (recombinant OspA),D0629,Everolimus
D1838,Lyme disease vaccine (recombinant OspA),D0666,Floxuridine
D1838,Lyme disease vaccine (recombinant OspA),D0669,Fludarabine
D1838,Lyme disease vaccine (recombinant OspA),D0671,Fludrocortisone
D1838,Lyme disease vaccine (recombinant OspA),D0675,Fluorouracil
D1838,Lyme disease vaccine (recombinant OspA),D0714,Gemcitabine
D1838,Lyme disease vaccine (recombinant OspA),D0717,Gemtuzumab ozogamicin
D1838,Lyme disease vaccine (recombinant OspA),D0736,Golimumab
D1838,Lyme disease vaccine (recombinant OspA),D0747,Guselkumab
D1838,Lyme disease vaccine (recombinant OspA),D0773,Hydrocortisone
D1838,Lyme disease vaccine (recombinant OspA),D0780,Hydroxyurea
D1838,Lyme disease vaccine (recombinant OspA),D0784,Ibritumomab tiuxetan
D1838,Lyme disease vaccine (recombinant OspA),D0785,Ibrutinib
D1838,Lyme disease vaccine (recombinant OspA),D0788,Idarubicin
D1838,Lyme disease vaccine (recombinant OspA),D0789,Idelalisib
D1838,Lyme disease vaccine (recombinant OspA),D0790,Ifosfamide
D1838,Lyme disease vaccine (recombinant OspA),D0793,Imatinib
D1838,Lyme disease vaccine (recombinant OspA),D0801,Inebilizumab
D1838,Lyme disease vaccine (recombinant OspA),D0802,Infliximab
D1838,Lyme disease vaccine (recombinant OspA),D0806,Inotuzumab ozogamicin
D1838,Lyme disease vaccine (recombinant OspA),D0829,Iobenguane (I-131)
D1838,Lyme disease vaccine (recombinant OspA),D0845,Irinotecan
D1838,Lyme disease vaccine (recombinant OspA),D0846,Irinotecan (liposomal)
D1838,Lyme disease vaccine (recombinant OspA),D0851,Isatuximab
D1838,Lyme disease vaccine (recombinant OspA),D0873,Ixabepilone
D1838,Lyme disease vaccine (recombinant OspA),D0874,Ixazomib
D1838,Lyme disease vaccine (recombinant OspA),D0875,Ixekizumab
D1838,Lyme disease vaccine (recombinant OspA),D0900,Leflunomide
D1838,Lyme disease vaccine (recombinant OspA),D0902,Lenalidomide
D1838,Lyme disease vaccine (recombinant OspA),D0945,Lomustine
D1838,Lyme disease vaccine (recombinant OspA),D0962,Lurbinectedin
D1838,Lyme disease vaccine (recombinant OspA),D0964,Lutetium Lu 177 dotatate
D1838,Lyme disease vaccine (recombinant OspA),D0996,Melphalan
D1838,Lyme disease vaccine (recombinant OspA),D1007,Mercaptopurine
D1838,Lyme disease vaccine (recombinant OspA),D1025,Methotrexate
D1838,Lyme disease vaccine (recombinant OspA),D1041,Methylprednisolone
D1838,Lyme disease vaccine (recombinant OspA),D1062,Midostaurin
D1838,Lyme disease vaccine (recombinant OspA),D1077,Mitomycin
D1838,Lyme disease vaccine (recombinant OspA),D1079,Mitoxantrone
D1838,Lyme disease vaccine (recombinant OspA),D1083,Mogamulizumab
D1838,Lyme disease vaccine (recombinant OspA),D1085,Monomethyl fumarate
D1838,Lyme disease vaccine (recombinant OspA),D1094,Mycophenolate mofetil
D1838,Lyme disease vaccine (recombinant OspA),D1095,Mycophenolic acid
D1838,Lyme disease vaccine (recombinant OspA),D1111,Natalizumab
D1838,Lyme disease vaccine (recombinant OspA),D1118,Nelarabine
D1838,Lyme disease vaccine (recombinant OspA),D1136,Nilotinib
D1838,Lyme disease vaccine (recombinant OspA),D1140,Niraparib
D1838,Lyme disease vaccine (recombinant OspA),D1161,Obinutuzumab
D1838,Lyme disease vaccine (recombinant OspA),D1162,Ocrelizumab
D1838,Lyme disease vaccine (recombinant OspA),D1164,Ofatumumab
D1838,Lyme disease vaccine (recombinant OspA),D1167,Olaparib
D1838,Lyme disease vaccine (recombinant OspA),D1168,Olaratumab
D1838,Lyme disease vaccine (recombinant OspA),D1174,Omacetaxine mepesuccinate
D1838,Lyme disease vaccine (recombinant OspA),D1190,Osimertinib
D1838,Lyme disease vaccine (recombinant OspA),D1193,Oxaliplatin
D1838,Lyme disease vaccine (recombinant OspA),D1212,Paclitaxel
D1838,Lyme disease vaccine (recombinant OspA),D1213,Paclitaxel (protein-bound)
D1838,Lyme disease vaccine (recombinant OspA),D1214,Palbociclib
D1838,Lyme disease vaccine (recombinant OspA),D1221,Panobinostat
D1838,Lyme disease vaccine (recombinant OspA),D1232,Pazopanib
D1838,Lyme disease vaccine (recombinant OspA),D1234,Pegaspargase
D1838,Lyme disease vaccine (recombinant OspA),D1241,Pemetrexed
D1838,Lyme disease vaccine (recombinant OspA),D1250,Pentostatin
D1838,Lyme disease vaccine (recombinant OspA),D1306,Polatuzumab vedotin
D1838,Lyme disease vaccine (recombinant OspA),D1312,Pomalidomide
D1838,Lyme disease vaccine (recombinant OspA),D1313,Ponatinib
D1838,Lyme disease vaccine (recombinant OspA),D1323,Pralatrexate
D1838,Lyme disease vaccine (recombinant OspA),D1332,Prednisolone
D1838,Lyme disease vaccine (recombinant OspA),D1334,Prednisone
D1838,Lyme disease vaccine (recombinant OspA),D1345,Procarbazine
D1838,Lyme disease vaccine (recombinant OspA),D1398,Ribociclib
D1838,Lyme disease vaccine (recombinant OspA),D1403,Rilonacept
D1838,Lyme disease vaccine (recombinant OspA),D1410,Risankizumab
D1838,Lyme disease vaccine (recombinant OspA),D1416,Rituximab
D1838,Lyme disease vaccine (recombinant OspA),D1424,Romidepsin
D1838,Lyme disease vaccine (recombinant OspA),D1432,Rucaparib
D1838,Lyme disease vaccine (recombinant OspA),D1434,Ruxolitinib
D1838,Lyme disease vaccine (recombinant OspA),D1447,Sarilumab
D1838,Lyme disease vaccine (recombinant OspA),D1448,Satralizumab
D1838,Lyme disease vaccine (recombinant OspA),D1454,Secukinumab
D1838,Lyme disease vaccine (recombinant OspA),D1458,Selinexor
D1838,Lyme disease vaccine (recombinant OspA),D1467,Siltuximab
D1838,Lyme disease vaccine (recombinant OspA),D1476,Sirolimus
D1838,Lyme disease vaccine (recombinant OspA),D1508,Streptozocin
D1838,Lyme disease vaccine (recombinant OspA),D1526,Tacrolimus
D1838,Lyme disease vaccine (recombinant OspA),D1529,Tafasitamab
D1838,Lyme disease vaccine (recombinant OspA),D1532,Talazoparib
D1838,Lyme disease vaccine (recombinant OspA),D1548,Temozolomide
D1838,Lyme disease vaccine (recombinant OspA),D1549,Temsirolimus
D1838,Lyme disease vaccine (recombinant OspA),D1551,Teniposide
D1838,Lyme disease vaccine (recombinant OspA),D1556,Teriflunomide
D1838,Lyme disease vaccine (recombinant OspA),D1563,Tetracosactide
D1838,Lyme disease vaccine (recombinant OspA),D1569,Thalidomide
D1838,Lyme disease vaccine (recombinant OspA),D1575,Thiotepa
D1838,Lyme disease vaccine (recombinant OspA),D1583,Tildrakizumab
D1838,Lyme disease vaccine (recombinant OspA),D1589,Tioguanine
D1838,Lyme disease vaccine (recombinant OspA),D1594,Tisagenlecleucel
D1838,Lyme disease vaccine (recombinant OspA),D1599,Tocilizumab
D1838,Lyme disease vaccine (recombinant OspA),D1600,Tofacitinib
D1838,Lyme disease vaccine (recombinant OspA),D1610,Topotecan
D1838,Lyme disease vaccine (recombinant OspA),D1614,Tositumomab (I-131)
D1838,Lyme disease vaccine (recombinant OspA),D1615,Trabectedin
D1838,Lyme disease vaccine (recombinant OspA),D1621,Trastuzumab
D1838,Lyme disease vaccine (recombinant OspA),D1622,Trastuzumab deruxtecan
D1838,Lyme disease vaccine (recombinant OspA),D1628,Triamcinolone
D1838,Lyme disease vaccine (recombinant OspA),D1630,Triamcinolone (ophthalmic)
D1838,Lyme disease vaccine (recombinant OspA),D1639,Trifluridine
D1838,Lyme disease vaccine (recombinant OspA),D1646,Trimetrexate
D1838,Lyme disease vaccine (recombinant OspA),D1666,Upadacitinib
D1838,Lyme disease vaccine (recombinant OspA),D1671,Ustekinumab
D1838,Lyme disease vaccine (recombinant OspA),D1685,Vedolizumab
D1838,Lyme disease vaccine (recombinant OspA),D1688,Venetoclax
D1838,Lyme disease vaccine (recombinant OspA),D1697,Vinblastine
D1838,Lyme disease vaccine (recombinant OspA),D1698,Vincristine
D1838,Lyme disease vaccine (recombinant OspA),D1699,Vincristine (liposome)
D1838,Lyme disease vaccine (recombinant OspA),D1700,Vinorelbine
D1838,Lyme disease vaccine (recombinant OspA),D1718,Zanubrutinib
D1839,Measles virus vaccine live attenuated,D0006,Abemaciclib
D1839,Measles virus vaccine live attenuated,D0008,Acalabrutinib
D1839,Measles virus vaccine live attenuated,D0118,Atezolizumab
D1839,Measles virus vaccine live attenuated,D0129,Avapritinib
D1839,Measles virus vaccine live attenuated,D0132,Axicabtagene ciloleucel
D1839,Measles virus vaccine live attenuated,D0146,Baricitinib
D1839,Measles virus vaccine live attenuated,D0150,Belantamab mafodotin
D1839,Measles virus vaccine live attenuated,D0203,Brexucabtagene autoleucel
D1839,Measles virus vaccine live attenuated,D0209,Brodalumab
D1839,Measles virus vaccine live attenuated,D0389,Copanlisib
D1839,Measles virus vaccine live attenuated,D0436,Deflazacort
D1839,Measles virus vaccine live attenuated,D0507,Diroximel fumarate
D1839,Measles virus vaccine live attenuated,D0540,Dupilumab
D1839,Measles virus vaccine live attenuated,D0541,Durvalumab
D1839,Measles virus vaccine live attenuated,D0543,Duvelisib
D1839,Measles virus vaccine live attenuated,D0564,Emapalumab
D1839,Measles virus vaccine live attenuated,D0571,Enfortumab vedotin
D1839,Measles virus vaccine live attenuated,D0747,Guselkumab
D1839,Measles virus vaccine live attenuated,D0801,Inebilizumab
D1839,Measles virus vaccine live attenuated,D0851,Isatuximab
D1839,Measles virus vaccine live attenuated,D0875,Ixekizumab
D1839,Measles virus vaccine live attenuated,D0939,Lisocabtagene maraleucel
D1839,Measles virus vaccine live attenuated,D0962,Lurbinectedin
D1839,Measles virus vaccine live attenuated,D0964,Lutetium Lu 177 dotatate
D1839,Measles virus vaccine live attenuated,D0997,Melphalan flufenamide
D1839,Measles virus vaccine live attenuated,D1083,Mogamulizumab
D1839,Measles virus vaccine live attenuated,D1085,Monomethyl fumarate
D1839,Measles virus vaccine live attenuated,D1113,Naxitamab
D1839,Measles virus vaccine live attenuated,D1140,Niraparib
D1839,Measles virus vaccine live attenuated,D1162,Ocrelizumab
D1839,Measles virus vaccine live attenuated,D1211,Ozanimod
D1839,Measles virus vaccine live attenuated,D1306,Polatuzumab vedotin
D1839,Measles virus vaccine live attenuated,D1398,Ribociclib
D1839,Measles virus vaccine live attenuated,D1410,Risankizumab
D1839,Measles virus vaccine live attenuated,D1432,Rucaparib
D1839,Measles virus vaccine live attenuated,D1447,Sarilumab
D1839,Measles virus vaccine live attenuated,D1448,Satralizumab
D1839,Measles virus vaccine live attenuated,D1458,Selinexor
D1839,Measles virus vaccine live attenuated,D1474,Siponimod
D1839,Measles virus vaccine live attenuated,D1529,Tafasitamab
D1839,Measles virus vaccine live attenuated,D1532,Talazoparib
D1839,Measles virus vaccine live attenuated,D1583,Tildrakizumab
D1839,Measles virus vaccine live attenuated,D1594,Tisagenlecleucel
D1839,Measles virus vaccine live attenuated,D1622,Trastuzumab deruxtecan
D1839,Measles virus vaccine live attenuated,D1666,Upadacitinib
D1839,Measles virus vaccine live attenuated,D1688,Venetoclax
D1839,Measles virus vaccine live attenuated,D1718,Zanubrutinib
D1839,Measles virus vaccine live attenuated,D1755,Candida albicans
D1839,Measles virus vaccine live attenuated,D1765,Coccidioides immitis spherule
D1839,Measles virus vaccine live attenuated,D1912,Trichophyton mentagrophytes
D1839,Measles virus vaccine live attenuated,D1913,Tuberculin purified protein derivative
D1841,Medrysone (ophthalmic),D1890,"Smallpox (Vaccinia) Vaccine, Live"
D1842,Menotropins,D1799,Ganirelix
D1844,Methylprednisolone (topical),D0029,Albiglutide
D1844,Methylprednisolone (topical),D0042,Alogliptin
D1844,Methylprednisolone (topical),D0245,Canagliflozin
D1844,Methylprednisolone (topical),D0418,Dapagliflozin
D1844,Methylprednisolone (topical),D0565,Empagliflozin
D1844,Methylprednisolone (topical),D0728,Glipizide
D1844,Methylprednisolone (topical),D0730,Glyburide
D1844,Methylprednisolone (topical),D0807,Insulin aspart (aspart protamine)
D1844,Methylprednisolone (topical),D0808,Insulin aspart (aspart)
D1844,Methylprednisolone (topical),D0809,Insulin degludec
D1844,Methylprednisolone (topical),D0810,Insulin detemir
D1844,Methylprednisolone (topical),D0812,Insulin glulisine
D1844,Methylprednisolone (topical),D0930,Linagliptin
D1844,Methylprednisolone (topical),D0936,Liraglutide
D1844,Methylprednisolone (topical),D0941,Lixisenatide
D1844,Methylprednisolone (topical),D1294,Pioglitazone
D1844,Methylprednisolone (topical),D1326,Pramlintide
D1844,Methylprednisolone (topical),D1449,Saxagliptin
D1844,Methylprednisolone (topical),D1477,Sitagliptin
D1844,Methylprednisolone (topical),D1603,Tolbutamide
D1844,Methylprednisolone (topical),D1779,Dulaglutide
D1844,Methylprednisolone (topical),D1782,Ertugliflozin
D1844,Methylprednisolone (topical),D1784,Exenatide
D1844,Methylprednisolone (topical),D1887,Semaglutide
D1848,Minoxidil (topical),D0046,Alprostadil
D1848,Minoxidil (topical),D0053,Ambrisentan
D1848,Minoxidil (topical),D0083,Amyl Nitrite
D1848,Minoxidil (topical),D0128,Avanafil
D1848,Minoxidil (topical),D0194,Bosentan
D1848,Minoxidil (topical),D0396,Cyclandelate
D1848,Minoxidil (topical),D0444,Deserpidine
D1848,Minoxidil (topical),D0524,Doxazosin
D1848,Minoxidil (topical),D0586,Epoprostenol
D1848,Minoxidil (topical),D0744,Guanethidine
D1848,Minoxidil (topical),D0792,Iloprost
D1848,Minoxidil (topical),D0860,Isosorbide
D1848,Minoxidil (topical),D0861,Isosorbide dinitrate
D1848,Minoxidil (topical),D0862,Isosorbide mononitrate
D1848,Minoxidil (topical),D0864,Isoxsuprine
D1848,Minoxidil (topical),D0983,Mecamylamine
D1848,Minoxidil (topical),D1125,Nesiritide
D1848,Minoxidil (topical),D1146,Nitroglycerin
D1848,Minoxidil (topical),D1223,Papaverine
D1848,Minoxidil (topical),D1331,Prazosin
D1848,Minoxidil (topical),D1457,Selexipag
D1848,Minoxidil (topical),D1466,Silodosin
D1848,Minoxidil (topical),D1527,Tadalafil
D1848,Minoxidil (topical),D1534,Tamsulosin
D1848,Minoxidil (topical),D1552,Terazosin
D1848,Minoxidil (topical),D1625,Treprostinil
D1848,Minoxidil (topical),D1682,Vardenafil
D1848,Minoxidil (topical),D1691,Verteporfin
D1849,Mumps virus strain B level jeryl lynn live antigen,D0006,Abemaciclib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0008,Acalabrutinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0118,Atezolizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0129,Avapritinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0132,Axicabtagene ciloleucel
D1849,Mumps virus strain B level jeryl lynn live antigen,D0146,Baricitinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0150,Belantamab mafodotin
D1849,Mumps virus strain B level jeryl lynn live antigen,D0203,Brexucabtagene autoleucel
D1849,Mumps virus strain B level jeryl lynn live antigen,D0204,Brigatinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0209,Brodalumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0389,Copanlisib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0436,Deflazacort
D1849,Mumps virus strain B level jeryl lynn live antigen,D0507,Diroximel fumarate
D1849,Mumps virus strain B level jeryl lynn live antigen,D0540,Dupilumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0541,Durvalumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0543,Duvelisib
D1849,Mumps virus strain B level jeryl lynn live antigen,D0564,Emapalumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0571,Enfortumab vedotin
D1849,Mumps virus strain B level jeryl lynn live antigen,D0747,Guselkumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0801,Inebilizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0851,Isatuximab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0875,Ixekizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D0962,Lurbinectedin
D1849,Mumps virus strain B level jeryl lynn live antigen,D0964,Lutetium Lu 177 dotatate
D1849,Mumps virus strain B level jeryl lynn live antigen,D1083,Mogamulizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1085,Monomethyl fumarate
D1849,Mumps virus strain B level jeryl lynn live antigen,D1140,Niraparib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1162,Ocrelizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1211,Ozanimod
D1849,Mumps virus strain B level jeryl lynn live antigen,D1306,Polatuzumab vedotin
D1849,Mumps virus strain B level jeryl lynn live antigen,D1398,Ribociclib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1410,Risankizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1432,Rucaparib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1447,Sarilumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1448,Satralizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1458,Selinexor
D1849,Mumps virus strain B level jeryl lynn live antigen,D1474,Siponimod
D1849,Mumps virus strain B level jeryl lynn live antigen,D1529,Tafasitamab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1532,Talazoparib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1583,Tildrakizumab
D1849,Mumps virus strain B level jeryl lynn live antigen,D1594,Tisagenlecleucel
D1849,Mumps virus strain B level jeryl lynn live antigen,D1622,Trastuzumab deruxtecan
D1849,Mumps virus strain B level jeryl lynn live antigen,D1666,Upadacitinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1688,Venetoclax
D1849,Mumps virus strain B level jeryl lynn live antigen,D1718,Zanubrutinib
D1849,Mumps virus strain B level jeryl lynn live antigen,D1765,Coccidioides immitis spherule
D1849,Mumps virus strain B level jeryl lynn live antigen,D1912,Trichophyton mentagrophytes
D1849,Mumps virus strain B level jeryl lynn live antigen,D1913,Tuberculin purified protein derivative
D1850,Octasulfur (topical),D1636,Trifarotene (topical)
D1851,Oseltamivir,D0576,Entecavir
D1851,Oseltamivir,D1025,Methotrexate
D1851,Oseltamivir,D1241,Pemetrexed
D1851,Oseltamivir,D1341,Probenecid
D1852,Oxybuprocaine (ophthalmic),D0083,Amyl Nitrite
D1852,Oxybuprocaine (ophthalmic),D0110,Articaine
D1852,Oxybuprocaine (ophthalmic),D0319,Chloroprocaine
D1852,Oxybuprocaine (ophthalmic),D0622,Etidocaine
D1852,Oxybuprocaine (ophthalmic),D0860,Isosorbide
D1852,Oxybuprocaine (ophthalmic),D0862,Isosorbide mononitrate
D1852,Oxybuprocaine (ophthalmic),D0916,Levobupivacaine
D1852,Oxybuprocaine (ophthalmic),D1004,Mepivacaine
D1852,Oxybuprocaine (ophthalmic),D1261,Phenazopyridine
D1852,Oxybuprocaine (ophthalmic),D1265,Phenobarbital
D1852,Oxybuprocaine (ophthalmic),D1339,Primaquine
D1852,Oxybuprocaine (ophthalmic),D1468,Silver nitrate (ophthalmic)
D1852,Oxybuprocaine (ophthalmic),D1469,Silver nitrate (topical)
D1852,Oxybuprocaine (ophthalmic),D1470,Silver sulfadiazine (topical)
D1852,Oxybuprocaine (ophthalmic),D1530,Tafenoquine
D1852,Oxybuprocaine (ophthalmic),D1561,Tetracaine
D1855,Palifermin,D0006,Abemaciclib
D1855,Palifermin,D0030,Aldesleukin
D1855,Palifermin,D0033,Alemtuzumab
D1855,Palifermin,D0134,Azacitidine
D1855,Palifermin,D0153,Belinostat
D1855,Palifermin,D0157,Bendamustine
D1855,Palifermin,D0177,Bevacizumab
D1855,Palifermin,D0178,Bexarotene
D1855,Palifermin,D0190,Bleomycin
D1855,Palifermin,D0193,Bortezomib
D1855,Palifermin,D0195,Bosutinib
D1855,Palifermin,D0199,Brentuximab vedotin
D1855,Palifermin,D0203,Brexucabtagene autoleucel
D1855,Palifermin,D0223,Busulfan
D1855,Palifermin,D0227,Cabazitaxel
D1855,Palifermin,D0230,Cabozantinib
D1855,Palifermin,D0249,Capecitabine
D1855,Palifermin,D0260,Carboplatin
D1855,Palifermin,D0261,Carfilzomib
D1855,Palifermin,D0264,Carmustine
D1855,Palifermin,D0312,Chlorambucil
D1855,Palifermin,D0344,Cisplatin
D1855,Palifermin,D0348,Cladribine
D1855,Palifermin,D0357,Clofarabine
D1855,Palifermin,D0376,Cobimetinib
D1855,Palifermin,D0389,Copanlisib
D1855,Palifermin,D0400,Cyclophosphamide
D1855,Palifermin,D0404,Cytarabine
D1855,Palifermin,D0407,Dacarbazine
D1855,Palifermin,D0410,Dactinomycin
D1855,Palifermin,D0428,Dasatinib
D1855,Palifermin,D0429,Daunorubicin
D1855,Palifermin,D0430,Daunorubicin (liposomal)
D1855,Palifermin,D0431,Decitabine
D1855,Palifermin,D0511,Docetaxel
D1855,Palifermin,D0528,Doxorubicin
D1855,Palifermin,D0529,Doxorubicin (liposomal)
D1855,Palifermin,D0543,Duvelisib
D1855,Palifermin,D0584,Epirubicin
D1855,Palifermin,D0594,Eribulin
D1855,Palifermin,D0627,Etoposide
D1855,Palifermin,D0666,Floxuridine
D1855,Palifermin,D0669,Fludarabine
D1855,Palifermin,D0675,Fluorouracil
D1855,Palifermin,D0714,Gemcitabine
D1855,Palifermin,D0717,Gemtuzumab ozogamicin
D1855,Palifermin,D0780,Hydroxyurea
D1855,Palifermin,D0784,Ibritumomab tiuxetan
D1855,Palifermin,D0785,Ibrutinib
D1855,Palifermin,D0788,Idarubicin
D1855,Palifermin,D0790,Ifosfamide
D1855,Palifermin,D0793,Imatinib
D1855,Palifermin,D0806,Inotuzumab ozogamicin
D1855,Palifermin,D0822,Interferon alfa-2b
D1855,Palifermin,D0823,Interferon alfacon-1
D1855,Palifermin,D0829,Iobenguane (I-131)
D1855,Palifermin,D0845,Irinotecan
D1855,Palifermin,D0846,Irinotecan (liposomal)
D1855,Palifermin,D0873,Ixabepilone
D1855,Palifermin,D0902,Lenalidomide
D1855,Palifermin,D0910,Levamisole
D1855,Palifermin,D0945,Lomustine
D1855,Palifermin,D0962,Lurbinectedin
D1855,Palifermin,D0986,Mechlorethamine
D1855,Palifermin,D0996,Melphalan
D1855,Palifermin,D1007,Mercaptopurine
D1855,Palifermin,D1025,Methotrexate
D1855,Palifermin,D1077,Mitomycin
D1855,Palifermin,D1079,Mitoxantrone
D1855,Palifermin,D1113,Naxitamab
D1855,Palifermin,D1115,Necitumumab
D1855,Palifermin,D1118,Nelarabine
D1855,Palifermin,D1136,Nilotinib
D1855,Palifermin,D1140,Niraparib
D1855,Palifermin,D1167,Olaparib
D1855,Palifermin,D1174,Omacetaxine mepesuccinate
D1855,Palifermin,D1190,Osimertinib
D1855,Palifermin,D1193,Oxaliplatin
D1855,Palifermin,D1212,Paclitaxel
D1855,Palifermin,D1213,Paclitaxel (protein-bound)
D1855,Palifermin,D1232,Pazopanib
D1855,Palifermin,D1241,Pemetrexed
D1855,Palifermin,D1250,Pentostatin
D1855,Palifermin,D1305,Plicamycin
D1855,Palifermin,D1312,Pomalidomide
D1855,Palifermin,D1313,Ponatinib
D1855,Palifermin,D1323,Pralatrexate
D1855,Palifermin,D1345,Procarbazine
D1855,Palifermin,D1398,Ribociclib
D1855,Palifermin,D1416,Rituximab
D1855,Palifermin,D1424,Romidepsin
D1855,Palifermin,D1432,Rucaparib
D1855,Palifermin,D1434,Ruxolitinib
D1855,Palifermin,D1508,Streptozocin
D1855,Palifermin,D1532,Talazoparib
D1855,Palifermin,D1548,Temozolomide
D1855,Palifermin,D1551,Teniposide
D1855,Palifermin,D1569,Thalidomide
D1855,Palifermin,D1575,Thiotepa
D1855,Palifermin,D1589,Tioguanine
D1855,Palifermin,D1610,Topotecan
D1855,Palifermin,D1615,Trabectedin
D1855,Palifermin,D1621,Trastuzumab
D1855,Palifermin,D1622,Trastuzumab deruxtecan
D1855,Palifermin,D1646,Trimetrexate
D1855,Palifermin,D1667,Uracil mustard
D1855,Palifermin,D1697,Vinblastine
D1855,Palifermin,D1698,Vincristine
D1855,Palifermin,D1699,Vincristine (liposome)
